Date,Total_Equity,Cash,Holdings_Value,Positions_Count,Holdings_Detail,Market_Mode
2023-04-04,103942,5481,98460,11,"6723.T(H), 6503.T(H), 6981.T(H), 3993.T(G), 4063.T(H), 6501.T(H), 4661.T(H), 6902.T(H), 7267.T(H), 6758.T(H), 7751.T(H)",HOMERUN
2023-04-05,101656,13997,87658,11,"6723.T(H), 6503.T(H), 6981.T(H), 4063.T(H), 6501.T(H), 4661.T(H), 6902.T(H), 7267.T(H), 6758.T(H), 7751.T(H), 6857.T(H)",HOMERUN
2023-04-06,100076,24598,75477,9,"6723.T(H), 6503.T(H), 6981.T(H), 6501.T(H), 4661.T(H), 6902.T(H), 7267.T(H), 7751.T(H), 6857.T(H)",HOMERUN
2023-04-07,100457,19318,81139,10,"6723.T(H), 6503.T(H), 6981.T(H), 6501.T(H), 4661.T(H), 6902.T(H), 7267.T(H), 7751.T(H), 6857.T(H), 6506.T(H)",HOMERUN
2023-04-10,100974,14145,86829,11,"6723.T(H), 6503.T(H), 6981.T(H), 6501.T(H), 4661.T(H), 6902.T(H), 7267.T(H), 7751.T(H), 6857.T(H), 6506.T(H), 7974.T(H)",HOMERUN
2023-04-11,101757,9052,92704,12,"6723.T(H), 6503.T(H), 6981.T(H), 6501.T(H), 4661.T(H), 6902.T(H), 7267.T(H), 7751.T(H), 6857.T(H), 6506.T(H), 7974.T(H), 8002.T(H)",HOMERUN
2023-04-12,102427,9052,93374,12,"6723.T(H), 6503.T(H), 6981.T(H), 6501.T(H), 4661.T(H), 6902.T(H), 7267.T(H), 7751.T(H), 6857.T(H), 6506.T(H), 7974.T(H), 8002.T(H)",HOMERUN
2023-04-13,102396,9052,93343,12,"6723.T(H), 6503.T(H), 6981.T(H), 6501.T(H), 4661.T(H), 6902.T(H), 7267.T(H), 7751.T(H), 6857.T(H), 6506.T(H), 7974.T(H), 8002.T(H)",HOMERUN
2023-04-14,103157,9052,94104,12,"6723.T(H), 6503.T(H), 6981.T(H), 6501.T(H), 4661.T(H), 6902.T(H), 7267.T(H), 7751.T(H), 6857.T(H), 6506.T(H), 7974.T(H), 8002.T(H)",HOMERUN
2023-04-17,103559,9052,94506,12,"6723.T(H), 6503.T(H), 6981.T(H), 6501.T(H), 4661.T(H), 6902.T(H), 7267.T(H), 7751.T(H), 6857.T(H), 6506.T(H), 7974.T(H), 8002.T(H)",HOMERUN
2023-04-18,103938,9052,94885,12,"6723.T(H), 6503.T(H), 6981.T(H), 6501.T(H), 4661.T(H), 6902.T(H), 7267.T(H), 7751.T(H), 6857.T(H), 6506.T(H), 7974.T(H), 8002.T(H)",HOMERUN
2023-04-19,104200,9052,95147,12,"6723.T(H), 6503.T(H), 6981.T(H), 6501.T(H), 4661.T(H), 6902.T(H), 7267.T(H), 7751.T(H), 6857.T(H), 6506.T(H), 7974.T(H), 8002.T(H)",HOMERUN
2023-04-20,104231,9052,95178,12,"6723.T(H), 6503.T(H), 6981.T(H), 6501.T(H), 4661.T(H), 6902.T(H), 7267.T(H), 7751.T(H), 6857.T(H), 6506.T(H), 7974.T(H), 8002.T(H)",HOMERUN
2023-04-21,103936,2994,100941,13,"6723.T(H), 6503.T(H), 6981.T(H), 6501.T(H), 6902.T(H), 7267.T(H), 7751.T(H), 6857.T(H), 6506.T(H), 7974.T(H), 8002.T(H), 6702.T(H), 8411.T(H)",HOMERUN
2023-04-24,104222,2994,101227,13,"6723.T(H), 6503.T(H), 6981.T(H), 6501.T(H), 6902.T(H), 7267.T(H), 7751.T(H), 6857.T(H), 6506.T(H), 7974.T(H), 8002.T(H), 6702.T(H), 8411.T(H)",HOMERUN
2023-04-25,105223,2994,102228,13,"6723.T(H), 6503.T(H), 6981.T(H), 6501.T(H), 6902.T(H), 7267.T(H), 7751.T(H), 6857.T(H), 6506.T(H), 7974.T(H), 8002.T(H), 6702.T(H), 8411.T(H)",GUERRILLA
2023-04-26,103785,33301,70483,11,"6723.T(H), 6981.T(H), 6902.T(H), 7267.T(H), 7751.T(H), 6857.T(H), 6506.T(H), 7974.T(H), 8002.T(H), 6702.T(H), 4483.T(G)",GUERRILLA
2023-04-27,104234,23660,80574,11,"6723.T(H), 6981.T(H), 6902.T(H), 7267.T(H), 7751.T(H), 6506.T(H), 7974.T(H), 8002.T(H), 6702.T(H), 4483.T(G), 6301.T(H)",HOMERUN
2023-04-28,105506,15747,89758,12,"6723.T(H), 6981.T(H), 6902.T(H), 7267.T(H), 7751.T(H), 6506.T(H), 7974.T(H), 8002.T(H), 6702.T(H), 4483.T(G), 6301.T(H), 4543.T(H)",HOMERUN
2023-05-01,106234,15747,90486,12,"6723.T(H), 6981.T(H), 6902.T(H), 7267.T(H), 7751.T(H), 6506.T(H), 7974.T(H), 8002.T(H), 6702.T(H), 4483.T(G), 6301.T(H), 4543.T(H)",HOMERUN
2023-05-02,106387,15747,90639,12,"6723.T(H), 6981.T(H), 6902.T(H), 7267.T(H), 7751.T(H), 6506.T(H), 7974.T(H), 8002.T(H), 6702.T(H), 4483.T(G), 6301.T(H), 4543.T(H)",HOMERUN
2023-05-08,106111,15747,90363,12,"6723.T(H), 6981.T(H), 6902.T(H), 7267.T(H), 7751.T(H), 6506.T(H), 7974.T(H), 8002.T(H), 6702.T(H), 4483.T(G), 6301.T(H), 4543.T(H)",GUERRILLA
2023-05-09,107086,15747,91338,12,"6723.T(H), 6981.T(H), 6902.T(H), 7267.T(H), 7751.T(H), 6506.T(H), 7974.T(H), 8002.T(H), 6702.T(H), 4483.T(G), 6301.T(H), 4543.T(H)",GUERRILLA
2023-05-10,107084,13138,93946,12,"6723.T(H), 6981.T(H), 6902.T(H), 7267.T(H), 7751.T(H), 6506.T(H), 7974.T(H), 8002.T(H), 6702.T(H), 6301.T(H), 4543.T(H), 1605.T(G)",GUERRILLA
2023-05-11,106867,13138,93728,12,"6723.T(H), 6981.T(H), 6902.T(H), 7267.T(H), 7751.T(H), 6506.T(H), 7974.T(H), 8002.T(H), 6702.T(H), 6301.T(H), 4543.T(H), 1605.T(G)",GUERRILLA
2023-05-12,108128,13138,94989,12,"6723.T(H), 6981.T(H), 6902.T(H), 7267.T(H), 7751.T(H), 6506.T(H), 7974.T(H), 8002.T(H), 6702.T(H), 6301.T(H), 4543.T(H), 1605.T(G)",GUERRILLA
2023-05-15,108413,13138,95274,12,"6723.T(H), 6981.T(H), 6902.T(H), 7267.T(H), 7751.T(H), 6506.T(H), 7974.T(H), 8002.T(H), 6702.T(H), 6301.T(H), 4543.T(H), 1605.T(G)",GUERRILLA
2023-05-16,109485,13138,96347,12,"6723.T(H), 6981.T(H), 6902.T(H), 7267.T(H), 7751.T(H), 6506.T(H), 7974.T(H), 8002.T(H), 6702.T(H), 6301.T(H), 4543.T(H), 1605.T(G)",GUERRILLA
2023-05-17,108924,13138,95786,12,"6723.T(H), 6981.T(H), 6902.T(H), 7267.T(H), 7751.T(H), 6506.T(H), 7974.T(H), 8002.T(H), 6702.T(H), 6301.T(H), 4543.T(H), 1605.T(G)",GUERRILLA
2023-05-18,111516,13138,98378,12,"6723.T(H), 6981.T(H), 6902.T(H), 7267.T(H), 7751.T(H), 6506.T(H), 7974.T(H), 8002.T(H), 6702.T(H), 6301.T(H), 4543.T(H), 1605.T(G)",GUERRILLA
2023-05-19,111836,13138,98698,12,"6723.T(H), 6981.T(H), 6902.T(H), 7267.T(H), 7751.T(H), 6506.T(H), 7974.T(H), 8002.T(H), 6702.T(H), 6301.T(H), 4543.T(H), 1605.T(G)",GUERRILLA
2023-05-22,111990,30906,81084,11,"6981.T(H), 6902.T(H), 7267.T(H), 7751.T(H), 6506.T(H), 7974.T(H), 8002.T(H), 6702.T(H), 6301.T(H), 4543.T(H), 1605.T(G)",GUERRILLA
2023-05-23,111670,30906,80763,11,"6981.T(H), 6902.T(H), 7267.T(H), 7751.T(H), 6506.T(H), 7974.T(H), 8002.T(H), 6702.T(H), 6301.T(H), 4543.T(H), 1605.T(G)",GUERRILLA
2023-05-24,111727,44880,66847,9,"6981.T(H), 6902.T(H), 7267.T(H), 7751.T(H), 6506.T(H), 8002.T(H), 6702.T(H), 6301.T(H), 4543.T(H)",GUERRILLA
2023-05-25,111596,44880,66716,9,"6981.T(H), 6902.T(H), 7267.T(H), 7751.T(H), 6506.T(H), 8002.T(H), 6702.T(H), 6301.T(H), 4543.T(H)",GUERRILLA
2023-05-26,111726,27231,84494,10,"6981.T(H), 6902.T(H), 7267.T(H), 7751.T(H), 6506.T(H), 8002.T(H), 6702.T(H), 6301.T(H), 4543.T(H), 1605.T(G)",GUERRILLA
2023-05-29,112788,27231,85556,10,"6981.T(H), 6902.T(H), 7267.T(H), 7751.T(H), 6506.T(H), 8002.T(H), 6702.T(H), 6301.T(H), 4543.T(H), 1605.T(G)",GUERRILLA
2023-05-30,112837,27231,85605,10,"6981.T(H), 6902.T(H), 7267.T(H), 7751.T(H), 6506.T(H), 8002.T(H), 6702.T(H), 6301.T(H), 4543.T(H), 1605.T(G)",GUERRILLA
2023-05-31,110852,55277,55574,6,"7267.T(H), 7751.T(H), 6702.T(H), 6301.T(H), 4543.T(H), 1605.T(G)",GUERRILLA
2023-06-01,111209,49072,62136,6,"7267.T(H), 7751.T(H), 6702.T(H), 6301.T(H), 4543.T(H), 4385.T(G)",GUERRILLA
2023-06-02,111326,49072,62254,6,"7267.T(H), 7751.T(H), 6702.T(H), 6301.T(H), 4543.T(H), 4385.T(G)",GUERRILLA
2023-06-05,112987,31961,81025,7,"7267.T(H), 7751.T(H), 6702.T(H), 6301.T(H), 4543.T(H), 4385.T(G), 6890.T(G)",GUERRILLA
2023-06-06,113985,31961,82023,7,"7267.T(H), 7751.T(H), 6702.T(H), 6301.T(H), 4543.T(H), 4385.T(G), 6890.T(G)",GUERRILLA
2023-06-07,113182,29348,83833,8,"7267.T(H), 7751.T(H), 6702.T(H), 6301.T(H), 4543.T(H), 4385.T(G), 6890.T(G), 2768.T(G)",GUERRILLA
2023-06-08,111516,39546,71970,5,"6702.T(H), 6301.T(H), 4385.T(G), 2768.T(G), 3993.T(G)",GUERRILLA
2023-06-09,112615,39546,73069,5,"6702.T(H), 6301.T(H), 4385.T(G), 2768.T(G), 3993.T(G)",GUERRILLA
2023-06-12,114735,93031,21703,2,"6702.T(H), 6301.T(H)",GUERRILLA
2023-06-13,115193,93031,22161,2,"6702.T(H), 6301.T(H)",GUERRILLA
2023-06-14,116111,93031,23080,2,"6702.T(H), 6301.T(H)",GUERRILLA
2023-06-15,116082,58023,58058,3,"6702.T(H), 6301.T(H), 2413.T(G)",GUERRILLA
2023-06-16,116642,75100,41542,2,"6702.T(H), 2413.T(G)",GUERRILLA
2023-06-19,116191,75100,41091,2,"6702.T(H), 2413.T(G)",GUERRILLA
2023-06-20,115948,75100,40848,2,"6702.T(H), 2413.T(G)",GUERRILLA
2023-06-21,115568,50556,65011,4,"6702.T(H), 2413.T(G), 2768.T(G), 4180.T(G)",GUERRILLA
2023-06-22,115012,50556,64455,4,"6702.T(H), 2413.T(G), 2768.T(G), 4180.T(G)",GUERRILLA
2023-06-23,113439,18910,94529,5,"6702.T(H), 2768.T(G), 4180.T(G), 3436.T(G), 3687.T(G)",GUERRILLA
2023-06-26,112412,31025,81387,6,"6702.T(H), 2768.T(G), 3436.T(G), 3687.T(G), 2222.T(G), 9104.T(G)",GUERRILLA
2023-06-27,110977,23795,87182,7,"6702.T(H), 2768.T(G), 3436.T(G), 3687.T(G), 2222.T(G), 9104.T(G), 6027.T(G)",GUERRILLA
2023-06-28,111980,23795,88185,7,"6702.T(H), 2768.T(G), 3436.T(G), 3687.T(G), 2222.T(G), 9104.T(G), 6027.T(G)",GUERRILLA
2023-06-29,113206,16929,96276,8,"6702.T(H), 2768.T(G), 3436.T(G), 3687.T(G), 2222.T(G), 9104.T(G), 6027.T(G), 4385.T(G)",GUERRILLA
2023-06-30,114584,24593,89991,7,"6702.T(H), 2768.T(G), 3436.T(G), 3687.T(G), 2222.T(G), 9104.T(G), 4385.T(G)",GUERRILLA
2023-07-03,114867,22878,91988,8,"6702.T(H), 2768.T(G), 3436.T(G), 3687.T(G), 2222.T(G), 9104.T(G), 4385.T(G), 6315.T(G)",GUERRILLA
2023-07-04,114377,24877,89499,7,"6702.T(H), 2768.T(G), 3436.T(G), 3687.T(G), 9104.T(G), 4385.T(G), 6315.T(G)",GUERRILLA
2023-07-05,114178,28028,86149,6,"6702.T(H), 2768.T(G), 3436.T(G), 3687.T(G), 4385.T(G), 6315.T(G)",GUERRILLA
2023-07-06,112573,21107,91465,7,"6702.T(H), 2768.T(G), 3436.T(G), 3687.T(G), 4385.T(G), 6315.T(G), 5032.T(G)",GUERRILLA
2023-07-07,112468,21107,91360,7,"6702.T(H), 2768.T(G), 3436.T(G), 3687.T(G), 4385.T(G), 6315.T(G), 5032.T(G)",GUERRILLA
2023-07-10,112024,27151,84873,6,"6702.T(H), 2768.T(G), 3436.T(G), 3687.T(G), 4385.T(G), 1605.T(G)",GUERRILLA
2023-07-11,114523,37887,76635,6,"6702.T(H), 2768.T(G), 3687.T(G), 4385.T(G), 1605.T(G), 8766.T(H)",HOMERUN
2023-07-12,113255,13337,99918,8,"6702.T(H), 2768.T(G), 3687.T(G), 4385.T(G), 1605.T(G), 8766.T(H), 7974.T(H), 8035.T(H)",HOMERUN
2023-07-13,115087,9497,105590,9,"6702.T(H), 2768.T(G), 3687.T(G), 4385.T(G), 1605.T(G), 8766.T(H), 7974.T(H), 8035.T(H), 8316.T(H)",HOMERUN
2023-07-14,115061,8446,106615,10,"6702.T(H), 2768.T(G), 3687.T(G), 4385.T(G), 1605.T(G), 7974.T(H), 8035.T(H), 8316.T(H), 6503.T(H), 7267.T(H)",HOMERUN
2023-07-18,115302,8446,106855,10,"6702.T(H), 2768.T(G), 3687.T(G), 4385.T(G), 1605.T(G), 7974.T(H), 8035.T(H), 8316.T(H), 6503.T(H), 7267.T(H)",HOMERUN
2023-07-19,116960,8446,108513,10,"6702.T(H), 2768.T(G), 3687.T(G), 4385.T(G), 1605.T(G), 7974.T(H), 8035.T(H), 8316.T(H), 6503.T(H), 7267.T(H)",HOMERUN
2023-07-20,116626,11597,105028,9,"6702.T(H), 2768.T(G), 3687.T(G), 4385.T(G), 7974.T(H), 8035.T(H), 8316.T(H), 6503.T(H), 7267.T(H)",HOMERUN
2023-07-21,114780,7504,107276,10,"6702.T(H), 2768.T(G), 3687.T(G), 4385.T(G), 7974.T(H), 8035.T(H), 8316.T(H), 6503.T(H), 7267.T(H), 8411.T(H)",HOMERUN
2023-07-24,115990,7504,108485,10,"6702.T(H), 2768.T(G), 3687.T(G), 4385.T(G), 7974.T(H), 8035.T(H), 8316.T(H), 6503.T(H), 7267.T(H), 8411.T(H)",HOMERUN
2023-07-25,116104,7504,108600,10,"6702.T(H), 2768.T(G), 3687.T(G), 4385.T(G), 7974.T(H), 8035.T(H), 8316.T(H), 6503.T(H), 7267.T(H), 8411.T(H)",HOMERUN
2023-07-26,115646,7504,108142,10,"6702.T(H), 2768.T(G), 3687.T(G), 4385.T(G), 7974.T(H), 8035.T(H), 8316.T(H), 6503.T(H), 7267.T(H), 8411.T(H)",HOMERUN
2023-07-27,116235,7504,108731,10,"6702.T(H), 2768.T(G), 3687.T(G), 4385.T(G), 7974.T(H), 8035.T(H), 8316.T(H), 6503.T(H), 7267.T(H), 8411.T(H)",HOMERUN
2023-07-28,116469,10355,106113,10,"6702.T(H), 2768.T(G), 3687.T(G), 7974.T(H), 8035.T(H), 8316.T(H), 6503.T(H), 7267.T(H), 8411.T(H), 4543.T(H)",HOMERUN
2023-07-31,117473,3171,114302,12,"6702.T(H), 2768.T(G), 3687.T(G), 7974.T(H), 8035.T(H), 8316.T(H), 6503.T(H), 7267.T(H), 8411.T(H), 4543.T(H), 6501.T(H), 6301.T(H)",HOMERUN
2023-08-01,117520,13364,104156,11,"6702.T(H), 3687.T(G), 7974.T(H), 8035.T(H), 8316.T(H), 7267.T(H), 8411.T(H), 4543.T(H), 6501.T(H), 6301.T(H), 6902.T(H)",HOMERUN
2023-08-02,115947,3705,112241,13,"6702.T(H), 3687.T(G), 7974.T(H), 8035.T(H), 8316.T(H), 7267.T(H), 8411.T(H), 4543.T(H), 6501.T(H), 6301.T(H), 6902.T(H), 6723.T(H), 8058.T(H)",HOMERUN
2023-08-03,113985,23408,90576,12,"6702.T(H), 3687.T(G), 7974.T(H), 8316.T(H), 7267.T(H), 8411.T(H), 4543.T(H), 6501.T(H), 6301.T(H), 6902.T(H), 6723.T(H), 8058.T(H)",HOMERUN
2023-08-04,113487,13435,100052,11,"6702.T(H), 7974.T(H), 8316.T(H), 7267.T(H), 8411.T(H), 6501.T(H), 6301.T(H), 6902.T(H), 8058.T(H), 7011.T(H), 8306.T(H)",HOMERUN
2023-08-07,113602,20215,93386,10,"6702.T(H), 7974.T(H), 8316.T(H), 7267.T(H), 8411.T(H), 6501.T(H), 6301.T(H), 8058.T(H), 7011.T(H), 8306.T(H)",HOMERUN
2023-08-08,114559,20215,94344,10,"6702.T(H), 7974.T(H), 8316.T(H), 7267.T(H), 8411.T(H), 6501.T(H), 6301.T(H), 8058.T(H), 7011.T(H), 8306.T(H)",HOMERUN
2023-08-09,113774,21358,92415,10,"6702.T(H), 7974.T(H), 8316.T(H), 7267.T(H), 8411.T(H), 6501.T(H), 6301.T(H), 8058.T(H), 7011.T(H), 6920.T(H)",HOMERUN
2023-08-10,114545,1879,112666,11,"6702.T(H), 7974.T(H), 8316.T(H), 7267.T(H), 8411.T(H), 6501.T(H), 6301.T(H), 8058.T(H), 7011.T(H), 6920.T(H), 8035.T(H)",HOMERUN
2023-08-14,112947,36429,76518,9,"6702.T(H), 7974.T(H), 8316.T(H), 8411.T(H), 6501.T(H), 6301.T(H), 8058.T(H), 7011.T(H), 8035.T(H)",HOMERUN
2023-08-15,113604,15357,98247,10,"6702.T(H), 7974.T(H), 8316.T(H), 8411.T(H), 6501.T(H), 6301.T(H), 8058.T(H), 7011.T(H), 8035.T(H), 6920.T(H)",HOMERUN
2023-08-16,111928,15357,96570,10,"6702.T(H), 7974.T(H), 8316.T(H), 8411.T(H), 6501.T(H), 6301.T(H), 8058.T(H), 7011.T(H), 8035.T(H), 6920.T(H)",HOMERUN
2023-08-17,111175,6952,104222,10,"7974.T(H), 8316.T(H), 8411.T(H), 6501.T(H), 6301.T(H), 7011.T(H), 8035.T(H), 6920.T(H), 7267.T(H), 8058.T(H)",HOMERUN
2023-08-18,111623,6952,104671,10,"7974.T(H), 8316.T(H), 8411.T(H), 6501.T(H), 6301.T(H), 7011.T(H), 8035.T(H), 6920.T(H), 7267.T(H), 8058.T(H)",HOMERUN
2023-08-21,111897,6952,104945,10,"7974.T(H), 8316.T(H), 8411.T(H), 6501.T(H), 6301.T(H), 7011.T(H), 8035.T(H), 6920.T(H), 7267.T(H), 8058.T(H)",HOMERUN
2023-08-22,114593,6952,107640,10,"7974.T(H), 8316.T(H), 8411.T(H), 6501.T(H), 6301.T(H), 7011.T(H), 8035.T(H), 6920.T(H), 7267.T(H), 8058.T(H)",HOMERUN
2023-08-23,113919,6952,106967,10,"7974.T(H), 8316.T(H), 8411.T(H), 6501.T(H), 6301.T(H), 7011.T(H), 8035.T(H), 6920.T(H), 7267.T(H), 8058.T(H)",HOMERUN
2023-08-24,115496,6952,108544,10,"7974.T(H), 8316.T(H), 8411.T(H), 6501.T(H), 6301.T(H), 7011.T(H), 8035.T(H), 6920.T(H), 7267.T(H), 8058.T(H)",HOMERUN
2023-08-25,112315,6952,105362,10,"7974.T(H), 8316.T(H), 8411.T(H), 6501.T(H), 6301.T(H), 7011.T(H), 8035.T(H), 6920.T(H), 7267.T(H), 8058.T(H)",HOMERUN
2023-08-28,115660,6952,108708,10,"7974.T(H), 8316.T(H), 8411.T(H), 6501.T(H), 6301.T(H), 7011.T(H), 8035.T(H), 6920.T(H), 7267.T(H), 8058.T(H)",HOMERUN
2023-08-29,116068,6952,109115,10,"7974.T(H), 8316.T(H), 8411.T(H), 6501.T(H), 6301.T(H), 7011.T(H), 8035.T(H), 6920.T(H), 7267.T(H), 8058.T(H)",HOMERUN
2023-08-30,117525,6952,110572,10,"7974.T(H), 8316.T(H), 8411.T(H), 6501.T(H), 6301.T(H), 7011.T(H), 8035.T(H), 6920.T(H), 7267.T(H), 8058.T(H)",HOMERUN
2023-08-31,118453,6952,111500,10,"7974.T(H), 8316.T(H), 8411.T(H), 6501.T(H), 6301.T(H), 7011.T(H), 8035.T(H), 6920.T(H), 7267.T(H), 8058.T(H)",HOMERUN
2023-09-01,119134,6952,112181,10,"7974.T(H), 8316.T(H), 8411.T(H), 6501.T(H), 6301.T(H), 7011.T(H), 8035.T(H), 6920.T(H), 7267.T(H), 8058.T(H)",HOMERUN
2023-09-04,120448,6952,113495,10,"7974.T(H), 8316.T(H), 8411.T(H), 6501.T(H), 6301.T(H), 7011.T(H), 8035.T(H), 6920.T(H), 7267.T(H), 8058.T(H)",HOMERUN
2023-09-05,120862,6952,113909,10,"7974.T(H), 8316.T(H), 8411.T(H), 6501.T(H), 6301.T(H), 7011.T(H), 8035.T(H), 6920.T(H), 7267.T(H), 8058.T(H)",HOMERUN
2023-09-06,122754,6952,115801,10,"7974.T(H), 8316.T(H), 8411.T(H), 6501.T(H), 6301.T(H), 7011.T(H), 8035.T(H), 6920.T(H), 7267.T(H), 8058.T(H)",HOMERUN
2023-09-07,122780,6952,115827,10,"7974.T(H), 8316.T(H), 8411.T(H), 6501.T(H), 6301.T(H), 7011.T(H), 8035.T(H), 6920.T(H), 7267.T(H), 8058.T(H)",HOMERUN
2023-09-08,121072,8181,112891,11,"7974.T(H), 8316.T(H), 8411.T(H), 6501.T(H), 6301.T(H), 8035.T(H), 6920.T(H), 7267.T(H), 8058.T(H), 7013.T(H), 7203.T(H)",HOMERUN
2023-09-11,120193,8181,112011,11,"7974.T(H), 8316.T(H), 8411.T(H), 6501.T(H), 6301.T(H), 8035.T(H), 6920.T(H), 7267.T(H), 8058.T(H), 7013.T(H), 7203.T(H)",HOMERUN
2023-09-12,119155,21035,98119,10,"7974.T(H), 8316.T(H), 8411.T(H), 6501.T(H), 6301.T(H), 8035.T(H), 6920.T(H), 7267.T(H), 8058.T(H), 7203.T(H)",GUERRILLA
2023-09-13,119377,21035,98341,10,"7974.T(H), 8316.T(H), 8411.T(H), 6501.T(H), 6301.T(H), 8035.T(H), 6920.T(H), 7267.T(H), 8058.T(H), 7203.T(H)",GUERRILLA
2023-09-14,122038,21035,101003,10,"7974.T(H), 8316.T(H), 8411.T(H), 6501.T(H), 6301.T(H), 8035.T(H), 6920.T(H), 7267.T(H), 8058.T(H), 7203.T(H)",GUERRILLA
2023-09-15,123631,14215,109415,11,"7974.T(H), 8316.T(H), 8411.T(H), 6501.T(H), 6301.T(H), 8035.T(H), 6920.T(H), 7267.T(H), 8058.T(H), 7203.T(H), 2222.T(G)",GUERRILLA
2023-09-19,122570,14215,108355,11,"7974.T(H), 8316.T(H), 8411.T(H), 6501.T(H), 6301.T(H), 8035.T(H), 6920.T(H), 7267.T(H), 8058.T(H), 7203.T(H), 2222.T(G)",GUERRILLA
2023-09-20,121611,9604,112006,12,"7974.T(H), 8316.T(H), 8411.T(H), 6501.T(H), 6301.T(H), 8035.T(H), 6920.T(H), 7267.T(H), 8058.T(H), 7203.T(H), 2222.T(G), 6315.T(G)",GUERRILLA
2023-09-21,121216,25253,95963,11,"7974.T(H), 8316.T(H), 8411.T(H), 6501.T(H), 6301.T(H), 8035.T(H), 6920.T(H), 7267.T(H), 8058.T(H), 2222.T(G), 6315.T(G)",GUERRILLA
2023-09-22,121384,35546,85837,7,"7974.T(H), 8411.T(H), 6501.T(H), 8035.T(H), 6920.T(H), 2222.T(G), 6315.T(G)",GUERRILLA
2023-09-25,123939,40356,83583,6,"7974.T(H), 6501.T(H), 8035.T(H), 6920.T(H), 2222.T(G), 6315.T(G)",GUERRILLA
2023-09-26,123995,46706,77289,6,"7974.T(H), 6501.T(H), 8035.T(H), 6920.T(H), 2222.T(G), 6315.T(G)",GUERRILLA
2023-09-27,124362,46706,77655,6,"7974.T(H), 6501.T(H), 8035.T(H), 6920.T(H), 2222.T(G), 6315.T(G)",GUERRILLA
2023-09-28,125443,30896,94547,7,"7974.T(H), 6501.T(H), 8035.T(H), 6920.T(H), 2222.T(G), 6315.T(G), 8001.T(H)",HOMERUN
2023-09-29,126414,13594,112820,7,"7974.T(H), 6501.T(H), 8035.T(H), 6920.T(H), 8001.T(H), 6301.T(H), 7267.T(H)",HOMERUN
2023-10-02,126439,9119,117320,8,"7974.T(H), 6501.T(H), 8035.T(H), 6920.T(H), 8001.T(H), 6301.T(H), 7267.T(H), 8058.T(H)",HOMERUN
2023-10-03,124132,28269,95862,7,"7974.T(H), 6501.T(H), 8035.T(H), 6920.T(H), 7267.T(H), 8058.T(H), 7011.T(H)",HOMERUN
2023-10-04,121388,96891,24497,2,"7974.T(H), 8035.T(H)",HOMERUN
2023-10-05,121876,69471,52405,3,"7974.T(H), 8035.T(H), 6146.T(H)",HOMERUN
2023-10-06,120966,87904,33062,2,"7974.T(H), 6146.T(H)",HOMERUN
2023-10-10,122110,54327,67782,3,"7974.T(H), 6146.T(H), 8058.T(H)",HOMERUN
2023-10-11,121564,54327,67237,3,"7974.T(H), 6146.T(H), 8058.T(H)",HOMERUN
2023-10-12,124535,7443,117092,5,"7974.T(H), 6146.T(H), 8058.T(H), 6920.T(H), 8035.T(H)",HOMERUN
2023-10-13,122641,7443,115198,5,"7974.T(H), 6146.T(H), 8058.T(H), 6920.T(H), 8035.T(H)",HOMERUN
2023-10-16,120851,7443,113408,5,"7974.T(H), 6146.T(H), 8058.T(H), 6920.T(H), 8035.T(H)",GUERRILLA
2023-10-17,122448,7443,115005,5,"7974.T(H), 6146.T(H), 8058.T(H), 6920.T(H), 8035.T(H)",GUERRILLA
2023-10-18,123188,7443,115745,5,"7974.T(H), 6146.T(H), 8058.T(H), 6920.T(H), 8035.T(H)",GUERRILLA
2023-10-19,119101,16793,102308,5,"7974.T(H), 6146.T(H), 8058.T(H), 6920.T(H), 5253.T(G)",GUERRILLA
2023-10-20,116873,42634,74238,4,"7974.T(H), 8058.T(H), 6920.T(H), 5253.T(G)",GUERRILLA
2023-10-23,115712,51912,63799,3,"7974.T(H), 8058.T(H), 6920.T(H)",GUERRILLA
2023-10-24,114726,108831,5895,1,7974.T(H),GUERRILLA
2023-10-25,114822,108831,5991,1,7974.T(H),GUERRILLA
2023-10-26,114760,108831,5928,1,7974.T(H),GUERRILLA
2023-10-27,114862,108831,6030,1,7974.T(H),GUERRILLA
2023-10-30,114761,108831,5929,1,7974.T(H),GUERRILLA
2023-10-31,114862,108831,6030,1,7974.T(H),GUERRILLA
2023-11-01,114948,108831,6117,1,7974.T(H),GUERRILLA
2023-11-02,114993,66583,48410,2,"7974.T(H), 9107.T(G)",GUERRILLA
2023-11-06,112701,106466,6235,1,7974.T(H),GUERRILLA
2023-11-07,112656,66445,46210,2,"7974.T(H), 7203.T(H)",HOMERUN
2023-11-08,111973,14984,96988,4,"7974.T(H), 7203.T(H), 6758.T(H), 6981.T(H)",HOMERUN
2023-11-09,113254,14984,98269,4,"7974.T(H), 7203.T(H), 6758.T(H), 6981.T(H)",HOMERUN
2023-11-10,112017,29712,82304,3,"7203.T(H), 6981.T(H), 6501.T(H)",HOMERUN
2023-11-13,112320,18399,93920,4,"7203.T(H), 6981.T(H), 6501.T(H), 6503.T(H)",HOMERUN
2023-11-14,112316,15105,97210,5,"7203.T(H), 6981.T(H), 6501.T(H), 6503.T(H), 8766.T(H)",HOMERUN
