Date,Total_Equity,Cash,Holdings_Value,Positions_Count,Holdings_Detail
2023-03-02,108068,9186,98881,10,"7735.T(HOMERUN), 6503.T(HOMERUN), 8058.T(HOMERUN), 7267.T(HOMERUN), 6723.T(HOMERUN), 8766.T(HOMERUN), 2768.T(GUERRILLA), 6146.T(GUERRILLA), 6315.T(GUERRILLA), 6954.T(GUERRILLA)"
2023-03-03,108797,9186,99610,10,"7735.T(HOMERUN), 6503.T(HOMERUN), 8058.T(HOMERUN), 7267.T(HOMERUN), 6723.T(HOMERUN), 8766.T(HOMERUN), 2768.T(GUERRILLA), 6146.T(GUERRILLA), 6315.T(GUERRILLA), 6954.T(GUERRILLA)"
2023-03-06,109998,9186,100812,10,"7735.T(HOMERUN), 6503.T(HOMERUN), 8058.T(HOMERUN), 7267.T(HOMERUN), 6723.T(HOMERUN), 8766.T(HOMERUN), 2768.T(GUERRILLA), 6146.T(GUERRILLA), 6315.T(GUERRILLA), 6954.T(GUERRILLA)"
2023-03-07,110317,9186,101130,10,"7735.T(HOMERUN), 6503.T(HOMERUN), 8058.T(HOMERUN), 7267.T(HOMERUN), 6723.T(HOMERUN), 8766.T(HOMERUN), 2768.T(GUERRILLA), 6146.T(GUERRILLA), 6315.T(GUERRILLA), 6954.T(GUERRILLA)"
2023-03-08,111049,20474,90574,10,"7735.T(HOMERUN), 6503.T(HOMERUN), 8058.T(HOMERUN), 7267.T(HOMERUN), 6723.T(HOMERUN), 8766.T(HOMERUN), 6146.T(GUERRILLA), 6315.T(GUERRILLA), 6954.T(GUERRILLA), 6702.T(GUERRILLA)"
2023-03-09,112384,20474,91910,10,"7735.T(HOMERUN), 6503.T(HOMERUN), 8058.T(HOMERUN), 7267.T(HOMERUN), 6723.T(HOMERUN), 8766.T(HOMERUN), 6146.T(GUERRILLA), 6315.T(GUERRILLA), 6954.T(GUERRILLA), 6702.T(GUERRILLA)"
2023-03-10,111099,20474,90624,10,"7735.T(HOMERUN), 6503.T(HOMERUN), 8058.T(HOMERUN), 7267.T(HOMERUN), 6723.T(HOMERUN), 8766.T(HOMERUN), 6146.T(GUERRILLA), 6315.T(GUERRILLA), 6954.T(GUERRILLA), 6702.T(GUERRILLA)"
2023-03-13,109667,52862,56805,6,"7735.T(HOMERUN), 6723.T(HOMERUN), 8766.T(HOMERUN), 6146.T(GUERRILLA), 6315.T(GUERRILLA), 6954.T(GUERRILLA)"
2023-03-14,107961,86361,21599,2,"6146.T(GUERRILLA), 6315.T(GUERRILLA)"
2023-03-15,108351,86361,21989,2,"6146.T(GUERRILLA), 6315.T(GUERRILLA)"
2023-03-16,108369,86361,22008,2,"6146.T(GUERRILLA), 6315.T(GUERRILLA)"
2023-03-17,108864,52609,56254,3,"6146.T(GUERRILLA), 6315.T(GUERRILLA), 6702.T(HOMERUN)"
2023-03-20,107979,52609,55369,3,"6146.T(GUERRILLA), 6315.T(GUERRILLA), 6702.T(HOMERUN)"
2023-03-22,108355,52609,55745,3,"6146.T(GUERRILLA), 6315.T(GUERRILLA), 6702.T(HOMERUN)"
2023-03-23,108045,93816,14228,1,6146.T(GUERRILLA)
2023-03-24,108061,56537,51523,2,"6146.T(GUERRILLA), 3436.T(HOMERUN)"
2023-03-27,107979,56537,51441,2,"6146.T(GUERRILLA), 3436.T(HOMERUN)"
2023-03-28,107979,34655,73323,3,"6146.T(GUERRILLA), 3436.T(HOMERUN), 6501.T(HOMERUN)"
2023-03-29,108418,34655,73762,3,"6146.T(GUERRILLA), 3436.T(HOMERUN), 6501.T(HOMERUN)"
2023-03-30,109193,30163,79030,3,"3436.T(HOMERUN), 6501.T(HOMERUN), 6315.T(GUERRILLA)"
2023-03-31,109654,15191,94462,4,"3436.T(HOMERUN), 6501.T(HOMERUN), 6315.T(GUERRILLA), 6146.T(HOMERUN)"
2023-04-03,109144,29515,79629,3,"3436.T(HOMERUN), 6501.T(HOMERUN), 6315.T(GUERRILLA)"
2023-04-04,108528,18950,89577,4,"3436.T(HOMERUN), 6501.T(HOMERUN), 6315.T(GUERRILLA), 7735.T(GUERRILLA)"
2023-04-05,106870,37270,69599,3,"3436.T(HOMERUN), 6501.T(HOMERUN), 7735.T(GUERRILLA)"
2023-04-06,105722,73215,32507,2,"6501.T(HOMERUN), 7735.T(GUERRILLA)"
2023-04-07,105882,45770,60111,3,"6501.T(HOMERUN), 7735.T(GUERRILLA), 4661.T(HOMERUN)"
2023-04-10,106901,35424,71477,4,"6501.T(HOMERUN), 7735.T(GUERRILLA), 4661.T(HOMERUN), 7974.T(HOMERUN)"
2023-04-11,107383,35424,71959,4,"6501.T(HOMERUN), 7735.T(GUERRILLA), 4661.T(HOMERUN), 7974.T(HOMERUN)"
2023-04-12,108136,35424,72712,4,"6501.T(HOMERUN), 7735.T(GUERRILLA), 4661.T(HOMERUN), 7974.T(HOMERUN)"
2023-04-13,107624,35424,72200,4,"6501.T(HOMERUN), 7735.T(GUERRILLA), 4661.T(HOMERUN), 7974.T(HOMERUN)"
2023-04-14,107786,21427,86359,5,"6501.T(HOMERUN), 7735.T(GUERRILLA), 4661.T(HOMERUN), 7974.T(HOMERUN), 6752.T(GUERRILLA)"
2023-04-17,108343,13956,94386,6,"6501.T(HOMERUN), 7735.T(GUERRILLA), 4661.T(HOMERUN), 7974.T(HOMERUN), 6752.T(GUERRILLA), 2914.T(GUERRILLA)"
2023-04-18,109079,22529,86550,6,"6501.T(HOMERUN), 4661.T(HOMERUN), 7974.T(HOMERUN), 6752.T(GUERRILLA), 2914.T(GUERRILLA), 6503.T(GUERRILLA)"
2023-04-19,109902,22529,87373,6,"6501.T(HOMERUN), 4661.T(HOMERUN), 7974.T(HOMERUN), 6752.T(GUERRILLA), 2914.T(GUERRILLA), 6503.T(GUERRILLA)"
2023-04-20,109519,15249,94269,7,"6501.T(HOMERUN), 4661.T(HOMERUN), 7974.T(HOMERUN), 6752.T(GUERRILLA), 2914.T(GUERRILLA), 6503.T(GUERRILLA), 6758.T(HOMERUN)"
2023-04-21,109104,15249,93855,7,"6501.T(HOMERUN), 4661.T(HOMERUN), 7974.T(HOMERUN), 6752.T(GUERRILLA), 2914.T(GUERRILLA), 6503.T(GUERRILLA), 6758.T(HOMERUN)"
2023-04-24,109425,15249,94176,7,"6501.T(HOMERUN), 4661.T(HOMERUN), 7974.T(HOMERUN), 6752.T(GUERRILLA), 2914.T(GUERRILLA), 6503.T(GUERRILLA), 6758.T(HOMERUN)"
2023-04-25,109648,31554,78093,5,"6501.T(HOMERUN), 4661.T(HOMERUN), 7974.T(HOMERUN), 2914.T(GUERRILLA), 6758.T(HOMERUN)"
2023-04-26,108734,54895,53838,4,"4661.T(HOMERUN), 7974.T(HOMERUN), 2914.T(GUERRILLA), 6758.T(HOMERUN)"
2023-04-27,109294,12348,96946,6,"4661.T(HOMERUN), 7974.T(HOMERUN), 2914.T(GUERRILLA), 6758.T(HOMERUN), 6305.T(HOMERUN), 6981.T(HOMERUN)"
2023-04-28,110853,12348,98504,6,"4661.T(HOMERUN), 7974.T(HOMERUN), 2914.T(GUERRILLA), 6758.T(HOMERUN), 6305.T(HOMERUN), 6981.T(HOMERUN)"
2023-05-01,111343,8691,102651,7,"4661.T(HOMERUN), 7974.T(HOMERUN), 2914.T(GUERRILLA), 6758.T(HOMERUN), 6305.T(HOMERUN), 6981.T(HOMERUN), 6702.T(HOMERUN)"
2023-05-02,111218,8691,102526,7,"4661.T(HOMERUN), 7974.T(HOMERUN), 2914.T(GUERRILLA), 6758.T(HOMERUN), 6305.T(HOMERUN), 6981.T(HOMERUN), 6702.T(HOMERUN)"
2023-05-08,110973,5903,105069,7,"4661.T(HOMERUN), 7974.T(HOMERUN), 6758.T(HOMERUN), 6305.T(HOMERUN), 6981.T(HOMERUN), 6254.T(GUERRILLA), 6526.T(GUERRILLA)"
2023-05-09,111675,5903,105772,7,"4661.T(HOMERUN), 7974.T(HOMERUN), 6758.T(HOMERUN), 6305.T(HOMERUN), 6981.T(HOMERUN), 6254.T(GUERRILLA), 6526.T(GUERRILLA)"
2023-05-10,110491,5903,104588,7,"4661.T(HOMERUN), 7974.T(HOMERUN), 6758.T(HOMERUN), 6305.T(HOMERUN), 6981.T(HOMERUN), 6254.T(GUERRILLA), 6526.T(GUERRILLA)"
2023-05-11,110423,5903,104520,7,"4661.T(HOMERUN), 7974.T(HOMERUN), 6758.T(HOMERUN), 6305.T(HOMERUN), 6981.T(HOMERUN), 6254.T(GUERRILLA), 6526.T(GUERRILLA)"
2023-05-12,111462,5903,105559,7,"4661.T(HOMERUN), 7974.T(HOMERUN), 6758.T(HOMERUN), 6305.T(HOMERUN), 6981.T(HOMERUN), 6254.T(GUERRILLA), 6526.T(GUERRILLA)"
2023-05-15,112376,5903,106472,7,"4661.T(HOMERUN), 7974.T(HOMERUN), 6758.T(HOMERUN), 6305.T(HOMERUN), 6981.T(HOMERUN), 6254.T(GUERRILLA), 6526.T(GUERRILLA)"
2023-05-16,113872,8959,104912,7,"4661.T(HOMERUN), 7974.T(HOMERUN), 6758.T(HOMERUN), 6305.T(HOMERUN), 6981.T(HOMERUN), 6526.T(GUERRILLA), 6254.T(HOMERUN)"
2023-05-17,113819,8959,104859,7,"4661.T(HOMERUN), 7974.T(HOMERUN), 6758.T(HOMERUN), 6305.T(HOMERUN), 6981.T(HOMERUN), 6526.T(GUERRILLA), 6254.T(HOMERUN)"
2023-05-18,116164,4556,111608,8,"4661.T(HOMERUN), 7974.T(HOMERUN), 6758.T(HOMERUN), 6305.T(HOMERUN), 6981.T(HOMERUN), 6254.T(HOMERUN), 6963.T(HOMERUN), 7735.T(HOMERUN)"
2023-05-19,117106,2242,114863,8,"4661.T(HOMERUN), 7974.T(HOMERUN), 6305.T(HOMERUN), 6981.T(HOMERUN), 6254.T(HOMERUN), 6963.T(HOMERUN), 7735.T(HOMERUN), 6857.T(GUERRILLA)"
2023-05-22,119164,2242,116921,8,"4661.T(HOMERUN), 7974.T(HOMERUN), 6305.T(HOMERUN), 6981.T(HOMERUN), 6254.T(HOMERUN), 6963.T(HOMERUN), 7735.T(HOMERUN), 6857.T(GUERRILLA)"
2023-05-23,118893,4097,114795,8,"4661.T(HOMERUN), 7974.T(HOMERUN), 6305.T(HOMERUN), 6981.T(HOMERUN), 6254.T(HOMERUN), 6963.T(HOMERUN), 7735.T(HOMERUN), 6954.T(HOMERUN)"
2023-05-24,118952,34054,84897,6,"6305.T(HOMERUN), 6981.T(HOMERUN), 6963.T(HOMERUN), 7735.T(HOMERUN), 6954.T(HOMERUN), 6526.T(GUERRILLA)"
2023-05-25,119805,16986,102819,6,"6981.T(HOMERUN), 6963.T(HOMERUN), 7735.T(HOMERUN), 6954.T(HOMERUN), 6254.T(HOMERUN), 3436.T(GUERRILLA)"
2023-05-26,121648,12800,108847,7,"6981.T(HOMERUN), 6963.T(HOMERUN), 7735.T(HOMERUN), 6954.T(HOMERUN), 6254.T(HOMERUN), 3436.T(GUERRILLA), 6857.T(GUERRILLA)"
2023-05-29,125131,11251,113880,7,"6981.T(HOMERUN), 6963.T(HOMERUN), 7735.T(HOMERUN), 6954.T(HOMERUN), 6254.T(HOMERUN), 6315.T(HOMERUN), 3436.T(GUERRILLA)"
2023-05-30,124709,12347,112361,7,"6963.T(HOMERUN), 6954.T(HOMERUN), 6254.T(HOMERUN), 6315.T(HOMERUN), 3436.T(GUERRILLA), 6857.T(GUERRILLA), 6503.T(GUERRILLA)"
2023-05-31,122215,18302,103912,7,"6963.T(HOMERUN), 6954.T(HOMERUN), 6254.T(HOMERUN), 6315.T(HOMERUN), 6857.T(GUERRILLA), 6503.T(GUERRILLA), 3436.T(HOMERUN)"
2023-06-01,122237,29778,92458,7,"6963.T(HOMERUN), 6954.T(HOMERUN), 6315.T(HOMERUN), 6857.T(GUERRILLA), 6503.T(GUERRILLA), 3436.T(HOMERUN), 6723.T(GUERRILLA)"
2023-06-02,122265,8204,114060,9,"6963.T(HOMERUN), 6954.T(HOMERUN), 6315.T(HOMERUN), 6857.T(GUERRILLA), 6503.T(GUERRILLA), 3436.T(HOMERUN), 6723.T(GUERRILLA), 6981.T(GUERRILLA), 6702.T(HOMERUN)"
2023-06-05,125229,15348,109881,9,"6963.T(HOMERUN), 6954.T(HOMERUN), 6315.T(HOMERUN), 6857.T(GUERRILLA), 3436.T(HOMERUN), 6723.T(GUERRILLA), 6981.T(GUERRILLA), 6702.T(HOMERUN), 7201.T(GUERRILLA)"
2023-06-06,124868,28877,95990,10,"6963.T(HOMERUN), 6954.T(HOMERUN), 6857.T(GUERRILLA), 3436.T(HOMERUN), 6723.T(GUERRILLA), 6981.T(GUERRILLA), 6702.T(HOMERUN), 7201.T(GUERRILLA), 6758.T(HOMERUN), 6501.T(HOMERUN)"
2023-06-07,122478,25046,97432,10,"6963.T(HOMERUN), 6954.T(HOMERUN), 6857.T(GUERRILLA), 3436.T(HOMERUN), 6723.T(GUERRILLA), 6981.T(GUERRILLA), 6702.T(HOMERUN), 6758.T(HOMERUN), 6501.T(HOMERUN), 2768.T(HOMERUN)"
2023-06-08,122501,25880,96620,8,"6857.T(GUERRILLA), 3436.T(HOMERUN), 6723.T(GUERRILLA), 6981.T(GUERRILLA), 6702.T(HOMERUN), 6501.T(HOMERUN), 2768.T(HOMERUN), 6305.T(HOMERUN)"
2023-06-09,124136,25880,98256,8,"6857.T(GUERRILLA), 3436.T(HOMERUN), 6723.T(GUERRILLA), 6981.T(GUERRILLA), 6702.T(HOMERUN), 6501.T(HOMERUN), 2768.T(HOMERUN), 6305.T(HOMERUN)"
2023-06-12,125098,16535,108562,9,"6857.T(GUERRILLA), 3436.T(HOMERUN), 6723.T(GUERRILLA), 6981.T(GUERRILLA), 6702.T(HOMERUN), 6501.T(HOMERUN), 2768.T(HOMERUN), 6305.T(HOMERUN), 4385.T(GUERRILLA)"
2023-06-13,127284,27561,99723,8,"3436.T(HOMERUN), 6981.T(GUERRILLA), 6702.T(HOMERUN), 6501.T(HOMERUN), 2768.T(HOMERUN), 6305.T(HOMERUN), 6857.T(GUERRILLA), 6963.T(HOMERUN)"
2023-06-14,128654,17348,111305,9,"3436.T(HOMERUN), 6981.T(GUERRILLA), 6702.T(HOMERUN), 6501.T(HOMERUN), 2768.T(HOMERUN), 6305.T(HOMERUN), 6857.T(GUERRILLA), 6963.T(HOMERUN), 6723.T(HOMERUN)"
2023-06-15,129290,4033,125257,11,"3436.T(HOMERUN), 6981.T(GUERRILLA), 6702.T(HOMERUN), 6501.T(HOMERUN), 2768.T(HOMERUN), 6305.T(HOMERUN), 6857.T(GUERRILLA), 6963.T(HOMERUN), 6723.T(HOMERUN), 7201.T(HOMERUN), 7203.T(GUERRILLA)"
2023-06-16,129617,4033,125584,11,"3436.T(HOMERUN), 6981.T(GUERRILLA), 6702.T(HOMERUN), 6501.T(HOMERUN), 2768.T(HOMERUN), 6305.T(HOMERUN), 6857.T(GUERRILLA), 6963.T(HOMERUN), 6723.T(HOMERUN), 7201.T(HOMERUN), 7203.T(GUERRILLA)"
2023-06-19,127945,4033,123911,11,"3436.T(HOMERUN), 6981.T(GUERRILLA), 6702.T(HOMERUN), 6501.T(HOMERUN), 2768.T(HOMERUN), 6305.T(HOMERUN), 6857.T(GUERRILLA), 6963.T(HOMERUN), 6723.T(HOMERUN), 7201.T(HOMERUN), 7203.T(GUERRILLA)"
2023-06-20,128729,10271,118458,10,"3436.T(HOMERUN), 6981.T(GUERRILLA), 6702.T(HOMERUN), 6501.T(HOMERUN), 2768.T(HOMERUN), 6305.T(HOMERUN), 6857.T(GUERRILLA), 6963.T(HOMERUN), 6723.T(HOMERUN), 7201.T(HOMERUN)"
2023-06-21,129089,25213,103876,9,"3436.T(HOMERUN), 6981.T(GUERRILLA), 6702.T(HOMERUN), 6501.T(HOMERUN), 2768.T(HOMERUN), 6305.T(HOMERUN), 6963.T(HOMERUN), 6723.T(HOMERUN), 7201.T(HOMERUN)"
2023-06-22,128505,15660,112844,10,"3436.T(HOMERUN), 6981.T(GUERRILLA), 6702.T(HOMERUN), 6501.T(HOMERUN), 2768.T(HOMERUN), 6305.T(HOMERUN), 6963.T(HOMERUN), 6723.T(HOMERUN), 7201.T(HOMERUN), 8306.T(GUERRILLA)"
2023-06-23,127158,46955,80202,8,"3436.T(HOMERUN), 6702.T(HOMERUN), 6501.T(HOMERUN), 6305.T(HOMERUN), 6963.T(HOMERUN), 6723.T(HOMERUN), 7201.T(HOMERUN), 2768.T(GUERRILLA)"
2023-06-26,127148,46955,80193,8,"3436.T(HOMERUN), 6702.T(HOMERUN), 6501.T(HOMERUN), 6305.T(HOMERUN), 6963.T(HOMERUN), 6723.T(HOMERUN), 7201.T(HOMERUN), 2768.T(GUERRILLA)"
2023-06-27,126626,57498,69128,7,"3436.T(HOMERUN), 6501.T(HOMERUN), 6305.T(HOMERUN), 6963.T(HOMERUN), 6723.T(HOMERUN), 7201.T(HOMERUN), 2768.T(GUERRILLA)"
2023-06-28,128364,57498,70866,7,"3436.T(HOMERUN), 6501.T(HOMERUN), 6305.T(HOMERUN), 6963.T(HOMERUN), 6723.T(HOMERUN), 7201.T(HOMERUN), 2768.T(GUERRILLA)"
2023-06-29,128993,57498,71495,7,"3436.T(HOMERUN), 6501.T(HOMERUN), 6305.T(HOMERUN), 6963.T(HOMERUN), 6723.T(HOMERUN), 7201.T(HOMERUN), 2768.T(GUERRILLA)"
2023-06-30,129294,57498,71796,7,"3436.T(HOMERUN), 6501.T(HOMERUN), 6305.T(HOMERUN), 6963.T(HOMERUN), 6723.T(HOMERUN), 7201.T(HOMERUN), 2768.T(GUERRILLA)"
2023-07-03,131217,57498,73719,7,"3436.T(HOMERUN), 6501.T(HOMERUN), 6305.T(HOMERUN), 6963.T(HOMERUN), 6723.T(HOMERUN), 7201.T(HOMERUN), 2768.T(GUERRILLA)"
2023-07-04,131083,57498,73585,7,"3436.T(HOMERUN), 6501.T(HOMERUN), 6305.T(HOMERUN), 6963.T(HOMERUN), 6723.T(HOMERUN), 7201.T(HOMERUN), 2768.T(GUERRILLA)"
2023-07-05,131489,57498,73991,7,"3436.T(HOMERUN), 6501.T(HOMERUN), 6305.T(HOMERUN), 6963.T(HOMERUN), 6723.T(HOMERUN), 7201.T(HOMERUN), 2768.T(GUERRILLA)"
2023-07-06,129740,68066,61673,6,"3436.T(HOMERUN), 6501.T(HOMERUN), 6305.T(HOMERUN), 6963.T(HOMERUN), 7201.T(HOMERUN), 2768.T(GUERRILLA)"
2023-07-07,129012,85939,43073,5,"3436.T(HOMERUN), 6501.T(HOMERUN), 6963.T(HOMERUN), 7201.T(HOMERUN), 2768.T(GUERRILLA)"
2023-07-10,128455,93400,35055,4,"3436.T(HOMERUN), 6501.T(HOMERUN), 6963.T(HOMERUN), 2768.T(GUERRILLA)"
2023-07-11,129334,93400,35934,4,"3436.T(HOMERUN), 6501.T(HOMERUN), 6963.T(HOMERUN), 2768.T(GUERRILLA)"
2023-07-12,128599,64392,64207,4,"6501.T(HOMERUN), 6963.T(HOMERUN), 2768.T(GUERRILLA), 7269.T(HOMERUN)"
2023-07-13,128972,64392,64580,4,"6501.T(HOMERUN), 6963.T(HOMERUN), 2768.T(GUERRILLA), 7269.T(HOMERUN)"
2023-07-14,128073,64392,63681,4,"6501.T(HOMERUN), 6963.T(HOMERUN), 2768.T(GUERRILLA), 7269.T(HOMERUN)"
2023-07-18,128714,64392,64322,4,"6501.T(HOMERUN), 6963.T(HOMERUN), 2768.T(GUERRILLA), 7269.T(HOMERUN)"
2023-07-19,129029,64392,64637,4,"6501.T(HOMERUN), 6963.T(HOMERUN), 2768.T(GUERRILLA), 7269.T(HOMERUN)"
2023-07-20,128658,64392,64266,4,"6501.T(HOMERUN), 6963.T(HOMERUN), 2768.T(GUERRILLA), 7269.T(HOMERUN)"
