Date,Total_Equity,Cash,Holdings_Value,Positions_Count,Holdings_Detail
2023-07-21,128609,39967,88641,5,"6501.T(HOMERUN), 6963.T(HOMERUN), 2768.T(GUERRILLA), 7269.T(HOMERUN), 6752.T(HOMERUN)"
2023-07-24,129501,39967,89533,5,"6501.T(HOMERUN), 6963.T(HOMERUN), 2768.T(GUERRILLA), 7269.T(HOMERUN), 6752.T(HOMERUN)"
2023-07-25,130306,25942,104364,6,"6501.T(HOMERUN), 6963.T(HOMERUN), 2768.T(GUERRILLA), 7269.T(HOMERUN), 6752.T(HOMERUN), 6503.T(HOMERUN)"
2023-07-26,129601,25942,103659,6,"6501.T(HOMERUN), 6963.T(HOMERUN), 2768.T(GUERRILLA), 7269.T(HOMERUN), 6752.T(HOMERUN), 6503.T(HOMERUN)"
2023-07-27,129540,25942,103598,6,"6501.T(HOMERUN), 6963.T(HOMERUN), 2768.T(GUERRILLA), 7269.T(HOMERUN), 6752.T(HOMERUN), 6503.T(HOMERUN)"
2023-07-28,128603,39514,89089,5,"6501.T(HOMERUN), 6963.T(HOMERUN), 2768.T(GUERRILLA), 7269.T(HOMERUN), 6752.T(HOMERUN)"
2023-07-31,131130,39514,91616,5,"6501.T(HOMERUN), 6963.T(HOMERUN), 2768.T(GUERRILLA), 7269.T(HOMERUN), 6752.T(HOMERUN)"
2023-08-01,130905,28274,102630,5,"6501.T(HOMERUN), 6963.T(HOMERUN), 7269.T(HOMERUN), 6752.T(HOMERUN), 2768.T(HOMERUN)"
2023-08-02,128393,28274,100118,5,"6501.T(HOMERUN), 6963.T(HOMERUN), 7269.T(HOMERUN), 6752.T(HOMERUN), 2768.T(HOMERUN)"
2023-08-03,126577,53534,73043,3,"6963.T(HOMERUN), 7269.T(HOMERUN), 2768.T(HOMERUN)"
2023-08-04,125802,51209,74593,2,"7269.T(HOMERUN), 7011.T(HOMERUN)"
2023-08-07,125432,51209,74222,2,"7269.T(HOMERUN), 7011.T(HOMERUN)"
2023-08-08,127204,30748,96456,3,"7269.T(HOMERUN), 7011.T(HOMERUN), 9434.T(GUERRILLA)"
2023-08-09,127193,8564,118629,4,"7269.T(HOMERUN), 7011.T(HOMERUN), 9434.T(GUERRILLA), 6920.T(HOMERUN)"
2023-08-10,127112,8564,118548,4,"7269.T(HOMERUN), 7011.T(HOMERUN), 9434.T(GUERRILLA), 6920.T(HOMERUN)"
2023-08-14,125810,29457,96352,3,"7269.T(HOMERUN), 7011.T(HOMERUN), 9434.T(GUERRILLA)"
2023-08-15,126065,29457,96607,3,"7269.T(HOMERUN), 7011.T(HOMERUN), 9434.T(GUERRILLA)"
2023-08-16,124839,29457,95382,3,"7269.T(HOMERUN), 7011.T(HOMERUN), 9434.T(GUERRILLA)"
2023-08-17,123964,42281,81682,3,"7011.T(HOMERUN), 9434.T(GUERRILLA), 8725.T(GUERRILLA)"
2023-08-18,124238,26171,98066,4,"7011.T(HOMERUN), 9434.T(GUERRILLA), 8725.T(GUERRILLA), 6315.T(GUERRILLA)"
2023-08-21,124637,26171,98466,4,"7011.T(HOMERUN), 9434.T(GUERRILLA), 8725.T(GUERRILLA), 6315.T(GUERRILLA)"
2023-08-22,126698,43086,83611,3,"7011.T(HOMERUN), 9434.T(GUERRILLA), 8725.T(GUERRILLA)"
2023-08-23,126544,26032,100512,4,"7011.T(HOMERUN), 9434.T(GUERRILLA), 8725.T(GUERRILLA), 6315.T(GUERRILLA)"
2023-08-24,127920,26868,101051,4,"7011.T(HOMERUN), 9434.T(GUERRILLA), 8725.T(GUERRILLA), 6315.T(HOMERUN)"
2023-08-25,126667,26868,99799,4,"7011.T(HOMERUN), 9434.T(GUERRILLA), 8725.T(GUERRILLA), 6315.T(HOMERUN)"
2023-08-28,128339,26868,101470,4,"7011.T(HOMERUN), 9434.T(GUERRILLA), 8725.T(GUERRILLA), 6315.T(HOMERUN)"
2023-08-29,129176,26868,102308,4,"7011.T(HOMERUN), 9434.T(GUERRILLA), 8725.T(GUERRILLA), 6315.T(HOMERUN)"
2023-08-30,130651,26868,103782,4,"7011.T(HOMERUN), 9434.T(GUERRILLA), 8725.T(GUERRILLA), 6315.T(HOMERUN)"
2023-08-31,131470,17494,113976,5,"7011.T(HOMERUN), 9434.T(GUERRILLA), 8725.T(GUERRILLA), 6315.T(HOMERUN), 7203.T(HOMERUN)"
2023-09-01,132305,11821,120484,6,"7011.T(HOMERUN), 9434.T(GUERRILLA), 8725.T(GUERRILLA), 6315.T(HOMERUN), 7203.T(HOMERUN), 7267.T(GUERRILLA)"
2023-09-04,134825,2639,132185,9,"7011.T(HOMERUN), 9434.T(GUERRILLA), 8725.T(GUERRILLA), 6315.T(HOMERUN), 7203.T(HOMERUN), 7267.T(GUERRILLA), 6981.T(GUERRILLA), 6501.T(GUERRILLA), 7270.T(HOMERUN)"
2023-09-05,135878,5415,130462,10,"7011.T(HOMERUN), 8725.T(GUERRILLA), 6315.T(HOMERUN), 7203.T(HOMERUN), 7267.T(GUERRILLA), 6981.T(GUERRILLA), 6501.T(GUERRILLA), 7270.T(HOMERUN), 7259.T(GUERRILLA), 6902.T(HOMERUN)"
2023-09-06,138476,18024,120452,9,"7011.T(HOMERUN), 6315.T(HOMERUN), 7203.T(HOMERUN), 6981.T(GUERRILLA), 6501.T(GUERRILLA), 7270.T(HOMERUN), 7259.T(GUERRILLA), 6902.T(HOMERUN), 8035.T(HOMERUN)"
2023-09-07,138460,20599,117860,8,"7011.T(HOMERUN), 6315.T(HOMERUN), 7203.T(HOMERUN), 6501.T(GUERRILLA), 7270.T(HOMERUN), 7259.T(GUERRILLA), 6902.T(HOMERUN), 8035.T(HOMERUN)"
2023-09-08,136918,82387,54531,6,"6315.T(HOMERUN), 7203.T(HOMERUN), 6501.T(GUERRILLA), 7270.T(HOMERUN), 7259.T(GUERRILLA), 6902.T(HOMERUN)"
2023-09-11,136434,82387,54047,6,"6315.T(HOMERUN), 7203.T(HOMERUN), 6501.T(GUERRILLA), 7270.T(HOMERUN), 7259.T(GUERRILLA), 6902.T(HOMERUN)"
2023-09-12,136070,100833,35236,5,"7203.T(HOMERUN), 6501.T(GUERRILLA), 7270.T(HOMERUN), 7259.T(GUERRILLA), 6902.T(HOMERUN)"
2023-09-13,136025,68764,67260,4,"7203.T(HOMERUN), 7270.T(HOMERUN), 7259.T(GUERRILLA), 6501.T(GUERRILLA)"
2023-09-14,137019,78376,58643,3,"7203.T(HOMERUN), 7270.T(HOMERUN), 6501.T(GUERRILLA)"
2023-09-15,138115,48325,89789,4,"7203.T(HOMERUN), 7270.T(HOMERUN), 6501.T(GUERRILLA), 6752.T(GUERRILLA)"
2023-09-19,138185,18263,119921,6,"7203.T(HOMERUN), 7270.T(HOMERUN), 6501.T(GUERRILLA), 6752.T(GUERRILLA), 6902.T(GUERRILLA), 8001.T(HOMERUN)"
2023-09-20,137461,18090,119371,6,"7270.T(HOMERUN), 6501.T(GUERRILLA), 6752.T(GUERRILLA), 6902.T(GUERRILLA), 8001.T(HOMERUN), 6981.T(GUERRILLA)"
2023-09-21,136041,57474,78566,4,"7270.T(HOMERUN), 6501.T(GUERRILLA), 6902.T(GUERRILLA), 8001.T(HOMERUN)"
2023-09-22,134845,86631,48213,2,"7270.T(HOMERUN), 6501.T(GUERRILLA)"
2023-09-25,134803,53316,81486,3,"7270.T(HOMERUN), 6501.T(GUERRILLA), 6752.T(HOMERUN)"
2023-09-26,134168,53316,80852,3,"7270.T(HOMERUN), 6501.T(GUERRILLA), 6752.T(HOMERUN)"
2023-09-27,134380,53316,81064,3,"7270.T(HOMERUN), 6501.T(GUERRILLA), 6752.T(HOMERUN)"
2023-09-28,134078,53316,80761,3,"7270.T(HOMERUN), 6501.T(GUERRILLA), 6752.T(HOMERUN)"
2023-09-29,131916,129227,2688,1,7270.T(HOMERUN)
2023-10-02,131932,129227,2704,1,7270.T(HOMERUN)
2023-10-03,131814,129227,2587,1,7270.T(HOMERUN)
2023-10-04,131727,131727,0,0,
2023-10-05,131727,131727,0,0,
2023-10-06,131727,131727,0,0,
2023-10-10,131727,131727,0,0,
2023-10-11,131727,79451,52275,1,6315.T(GUERRILLA)
2023-10-12,134341,27977,106364,2,"6920.T(GUERRILLA), 6315.T(GUERRILLA)"
2023-10-13,131763,27977,103786,2,"6920.T(GUERRILLA), 6315.T(GUERRILLA)"
2023-10-16,133446,27977,105469,2,"6920.T(GUERRILLA), 6315.T(GUERRILLA)"
2023-10-17,136562,51673,84889,2,"6920.T(GUERRILLA), 6315.T(GUERRILLA)"
2023-10-18,138680,15865,122814,4,"6920.T(GUERRILLA), 6315.T(GUERRILLA), 8031.T(HOMERUN), 7751.T(GUERRILLA)"
2023-10-19,137033,30593,106439,4,"6920.T(GUERRILLA), 8031.T(HOMERUN), 7751.T(GUERRILLA), 6315.T(GUERRILLA)"
2023-10-20,135301,48192,87109,3,"6920.T(GUERRILLA), 8031.T(HOMERUN), 7751.T(GUERRILLA)"
2023-10-23,134380,48192,86188,3,"6920.T(GUERRILLA), 8031.T(HOMERUN), 7751.T(GUERRILLA)"
2023-10-24,132967,132967,0,0,
2023-10-25,132967,132967,0,0,
2023-10-26,132967,132967,0,0,
2023-10-27,132967,132967,0,0,
2023-10-30,132967,132967,0,0,
2023-10-31,132967,132967,0,0,
2023-11-01,132967,132967,0,0,
2023-11-02,132967,132967,0,0,
2023-11-06,132967,80802,52165,1,3436.T(GUERRILLA)
2023-11-07,132524,18970,113553,3,"3436.T(GUERRILLA), 6981.T(HOMERUN), 7269.T(GUERRILLA)"
2023-11-08,134032,33837,100195,3,"3436.T(GUERRILLA), 6981.T(HOMERUN), 6758.T(HOMERUN)"
2023-11-09,132518,17823,114695,4,"6981.T(HOMERUN), 6758.T(HOMERUN), 3436.T(GUERRILLA), 9434.T(HOMERUN)"
2023-11-10,132238,14340,117897,4,"6981.T(HOMERUN), 3436.T(GUERRILLA), 9434.T(HOMERUN), 8035.T(HOMERUN)"
2023-11-13,133277,14340,118937,4,"6981.T(HOMERUN), 3436.T(GUERRILLA), 9434.T(HOMERUN), 8035.T(HOMERUN)"
2023-11-14,133259,14340,118919,4,"6981.T(HOMERUN), 3436.T(GUERRILLA), 9434.T(HOMERUN), 8035.T(HOMERUN)"
2023-11-15,136138,29209,106929,4,"6981.T(HOMERUN), 9434.T(HOMERUN), 8035.T(HOMERUN), 3436.T(GUERRILLA)"
2023-11-16,135309,18527,116781,5,"6981.T(HOMERUN), 9434.T(HOMERUN), 8035.T(HOMERUN), 3436.T(GUERRILLA), 8306.T(HOMERUN)"
2023-11-17,135543,4722,130820,7,"6981.T(HOMERUN), 9434.T(HOMERUN), 8035.T(HOMERUN), 3436.T(GUERRILLA), 8306.T(HOMERUN), 6315.T(HOMERUN), 6902.T(HOMERUN)"
2023-11-20,134366,4722,129643,7,"6981.T(HOMERUN), 9434.T(HOMERUN), 8035.T(HOMERUN), 3436.T(GUERRILLA), 8306.T(HOMERUN), 6315.T(HOMERUN), 6902.T(HOMERUN)"
2023-11-21,134422,11457,122965,6,"6981.T(HOMERUN), 9434.T(HOMERUN), 8035.T(HOMERUN), 3436.T(GUERRILLA), 8306.T(HOMERUN), 6315.T(HOMERUN)"
2023-11-22,134700,11457,123243,6,"6981.T(HOMERUN), 9434.T(HOMERUN), 8035.T(HOMERUN), 3436.T(GUERRILLA), 8306.T(HOMERUN), 6315.T(HOMERUN)"
2023-11-24,135137,7140,127997,7,"6981.T(HOMERUN), 9434.T(HOMERUN), 8035.T(HOMERUN), 3436.T(GUERRILLA), 8306.T(HOMERUN), 6315.T(HOMERUN), 7011.T(GUERRILLA)"
2023-11-27,135104,11228,123875,6,"6981.T(HOMERUN), 9434.T(HOMERUN), 8035.T(HOMERUN), 3436.T(GUERRILLA), 8306.T(HOMERUN), 6315.T(HOMERUN)"
2023-11-28,134386,7698,126687,7,"6981.T(HOMERUN), 9434.T(HOMERUN), 8035.T(HOMERUN), 3436.T(GUERRILLA), 8306.T(HOMERUN), 6315.T(HOMERUN), 7751.T(HOMERUN)"
2023-11-29,134156,7698,126457,7,"6981.T(HOMERUN), 9434.T(HOMERUN), 8035.T(HOMERUN), 3436.T(GUERRILLA), 8306.T(HOMERUN), 6315.T(HOMERUN), 7751.T(HOMERUN)"
2023-11-30,135987,7698,128288,7,"6981.T(HOMERUN), 9434.T(HOMERUN), 8035.T(HOMERUN), 3436.T(GUERRILLA), 8306.T(HOMERUN), 6315.T(HOMERUN), 7751.T(HOMERUN)"
2023-12-01,135579,7698,127880,7,"6981.T(HOMERUN), 9434.T(HOMERUN), 8035.T(HOMERUN), 3436.T(GUERRILLA), 8306.T(HOMERUN), 6315.T(HOMERUN), 7751.T(HOMERUN)"
2023-12-04,135162,7698,127463,7,"6981.T(HOMERUN), 9434.T(HOMERUN), 8035.T(HOMERUN), 3436.T(GUERRILLA), 8306.T(HOMERUN), 6315.T(HOMERUN), 7751.T(HOMERUN)"
2023-12-05,133217,30126,103091,6,"6981.T(HOMERUN), 9434.T(HOMERUN), 3436.T(GUERRILLA), 8306.T(HOMERUN), 6315.T(HOMERUN), 7751.T(HOMERUN)"
2023-12-06,134412,20689,113723,7,"6981.T(HOMERUN), 9434.T(HOMERUN), 3436.T(GUERRILLA), 8306.T(HOMERUN), 6315.T(HOMERUN), 7751.T(HOMERUN), 2768.T(HOMERUN)"
2023-12-07,133444,45284,88160,5,"6981.T(HOMERUN), 9434.T(HOMERUN), 8306.T(HOMERUN), 7751.T(HOMERUN), 2768.T(HOMERUN)"
2023-12-08,132468,11845,120622,6,"6981.T(HOMERUN), 9434.T(HOMERUN), 8306.T(HOMERUN), 7751.T(HOMERUN), 2768.T(HOMERUN), 6963.T(HOMERUN)"
2023-12-11,133390,11845,121544,6,"6981.T(HOMERUN), 9434.T(HOMERUN), 8306.T(HOMERUN), 7751.T(HOMERUN), 2768.T(HOMERUN), 6963.T(HOMERUN)"
2023-12-12,133452,11845,121607,6,"6981.T(HOMERUN), 9434.T(HOMERUN), 8306.T(HOMERUN), 7751.T(HOMERUN), 2768.T(HOMERUN), 6963.T(HOMERUN)"
2023-12-13,134177,11845,122332,6,"6981.T(HOMERUN), 9434.T(HOMERUN), 8306.T(HOMERUN), 7751.T(HOMERUN), 2768.T(HOMERUN), 6963.T(HOMERUN)"
2023-12-14,131759,15297,116462,5,"6981.T(HOMERUN), 9434.T(HOMERUN), 8306.T(HOMERUN), 2768.T(HOMERUN), 6963.T(HOMERUN)"
2023-12-15,131343,15297,116046,5,"6981.T(HOMERUN), 9434.T(HOMERUN), 8306.T(HOMERUN), 2768.T(HOMERUN), 6963.T(HOMERUN)"
2023-12-18,130017,57931,72085,3,"6981.T(HOMERUN), 2768.T(HOMERUN), 6963.T(HOMERUN)"
2023-12-19,130383,38312,92070,4,"6981.T(HOMERUN), 2768.T(HOMERUN), 6963.T(HOMERUN), 6857.T(GUERRILLA)"
2023-12-20,129926,38312,91613,4,"6981.T(HOMERUN), 2768.T(HOMERUN), 6963.T(HOMERUN), 6857.T(GUERRILLA)"
2023-12-21,128726,38312,90413,4,"6981.T(HOMERUN), 2768.T(HOMERUN), 6963.T(HOMERUN), 6857.T(GUERRILLA)"
2023-12-22,128787,13851,114936,6,"6981.T(HOMERUN), 2768.T(HOMERUN), 6963.T(HOMERUN), 6857.T(GUERRILLA), 8267.T(HOMERUN), 9107.T(GUERRILLA)"
2023-12-25,127587,23210,104377,5,"6981.T(HOMERUN), 2768.T(HOMERUN), 6963.T(HOMERUN), 6857.T(GUERRILLA), 8267.T(HOMERUN)"
2023-12-26,127978,39670,88308,5,"6981.T(HOMERUN), 2768.T(HOMERUN), 6857.T(GUERRILLA), 8267.T(HOMERUN), 9101.T(HOMERUN)"
2023-12-27,129330,23861,105469,6,"6981.T(HOMERUN), 2768.T(HOMERUN), 6857.T(GUERRILLA), 8267.T(HOMERUN), 9101.T(HOMERUN), 6758.T(HOMERUN)"
2023-12-28,129442,14699,114742,7,"6981.T(HOMERUN), 2768.T(HOMERUN), 6857.T(GUERRILLA), 8267.T(HOMERUN), 9101.T(HOMERUN), 6758.T(HOMERUN), 8698.T(HOMERUN)"
2023-12-29,129122,9521,119600,8,"6981.T(HOMERUN), 2768.T(HOMERUN), 6857.T(GUERRILLA), 8267.T(HOMERUN), 9101.T(HOMERUN), 6758.T(HOMERUN), 8698.T(HOMERUN), 4751.T(HOMERUN)"
2024-01-04,127586,17086,110500,8,"6981.T(HOMERUN), 2768.T(HOMERUN), 8267.T(HOMERUN), 9101.T(HOMERUN), 6758.T(HOMERUN), 8698.T(HOMERUN), 4751.T(HOMERUN), 6963.T(HOMERUN)"
2024-01-05,127739,17086,110653,8,"6981.T(HOMERUN), 2768.T(HOMERUN), 8267.T(HOMERUN), 9101.T(HOMERUN), 6758.T(HOMERUN), 8698.T(HOMERUN), 4751.T(HOMERUN), 6963.T(HOMERUN)"
2024-01-09,128329,26861,101467,7,"6981.T(HOMERUN), 2768.T(HOMERUN), 8267.T(HOMERUN), 9101.T(HOMERUN), 6758.T(HOMERUN), 8698.T(HOMERUN), 4751.T(HOMERUN)"
2024-01-10,129762,26861,102900,7,"6981.T(HOMERUN), 2768.T(HOMERUN), 8267.T(HOMERUN), 9101.T(HOMERUN), 6758.T(HOMERUN), 8698.T(HOMERUN), 4751.T(HOMERUN)"
2024-01-11,131302,18621,112681,8,"6981.T(HOMERUN), 2768.T(HOMERUN), 8267.T(HOMERUN), 9101.T(HOMERUN), 6758.T(HOMERUN), 8698.T(HOMERUN), 4751.T(HOMERUN), 6954.T(GUERRILLA)"
2024-01-12,131573,6028,125545,10,"6981.T(HOMERUN), 2768.T(HOMERUN), 8267.T(HOMERUN), 9101.T(HOMERUN), 6758.T(HOMERUN), 8698.T(HOMERUN), 4751.T(HOMERUN), 6954.T(GUERRILLA), 3436.T(HOMERUN), 6506.T(HOMERUN)"
2024-01-15,132262,6028,126234,10,"6981.T(HOMERUN), 2768.T(HOMERUN), 8267.T(HOMERUN), 9101.T(HOMERUN), 6758.T(HOMERUN), 8698.T(HOMERUN), 4751.T(HOMERUN), 6954.T(GUERRILLA), 3436.T(HOMERUN), 6506.T(HOMERUN)"
2024-01-16,132352,6028,126324,10,"6981.T(HOMERUN), 2768.T(HOMERUN), 8267.T(HOMERUN), 9101.T(HOMERUN), 6758.T(HOMERUN), 8698.T(HOMERUN), 4751.T(HOMERUN), 6954.T(GUERRILLA), 3436.T(HOMERUN), 6506.T(HOMERUN)"
2024-01-17,131893,6028,125864,10,"6981.T(HOMERUN), 2768.T(HOMERUN), 8267.T(HOMERUN), 9101.T(HOMERUN), 6758.T(HOMERUN), 8698.T(HOMERUN), 4751.T(HOMERUN), 6954.T(GUERRILLA), 3436.T(HOMERUN), 6506.T(HOMERUN)"
2024-01-18,131262,44514,86747,7,"6981.T(HOMERUN), 2768.T(HOMERUN), 9101.T(HOMERUN), 8698.T(HOMERUN), 4751.T(HOMERUN), 6954.T(GUERRILLA), 3436.T(HOMERUN)"
2024-01-19,132599,36567,96031,6,"6981.T(HOMERUN), 2768.T(HOMERUN), 8698.T(HOMERUN), 4751.T(HOMERUN), 3436.T(HOMERUN), 6723.T(HOMERUN)"
2024-01-22,134612,36567,98045,6,"6981.T(HOMERUN), 2768.T(HOMERUN), 8698.T(HOMERUN), 4751.T(HOMERUN), 3436.T(HOMERUN), 6723.T(HOMERUN)"
2024-01-23,134671,43722,90948,5,"6981.T(HOMERUN), 2768.T(HOMERUN), 8698.T(HOMERUN), 4751.T(HOMERUN), 6723.T(HOMERUN)"
2024-01-24,134221,27209,107012,6,"6981.T(HOMERUN), 2768.T(HOMERUN), 8698.T(HOMERUN), 4751.T(HOMERUN), 6723.T(HOMERUN), 3436.T(HOMERUN)"
2024-01-25,134591,13054,121536,7,"6981.T(HOMERUN), 2768.T(HOMERUN), 8698.T(HOMERUN), 4751.T(HOMERUN), 6723.T(HOMERUN), 3436.T(HOMERUN), 7735.T(GUERRILLA)"
2024-01-26,130213,28378,101835,6,"6981.T(HOMERUN), 2768.T(HOMERUN), 8698.T(HOMERUN), 4751.T(HOMERUN), 6723.T(HOMERUN), 7735.T(GUERRILLA)"
2024-01-29,130954,47589,83365,5,"6981.T(HOMERUN), 2768.T(HOMERUN), 8698.T(HOMERUN), 4751.T(HOMERUN), 7735.T(GUERRILLA)"
2024-01-30,130998,47589,83409,5,"6981.T(HOMERUN), 2768.T(HOMERUN), 8698.T(HOMERUN), 4751.T(HOMERUN), 7735.T(GUERRILLA)"
2024-01-31,130573,66264,64308,3,"6981.T(HOMERUN), 2768.T(HOMERUN), 8698.T(HOMERUN)"
2024-02-01,129879,66264,63614,3,"6981.T(HOMERUN), 2768.T(HOMERUN), 8698.T(HOMERUN)"
2024-02-02,131220,39954,91265,4,"6981.T(HOMERUN), 2768.T(HOMERUN), 8698.T(HOMERUN), 6702.T(HOMERUN)"
2024-02-05,132730,32246,100483,6,"6981.T(HOMERUN), 2768.T(HOMERUN), 8698.T(HOMERUN), 6702.T(HOMERUN), 6305.T(HOMERUN), 7751.T(HOMERUN)"
2024-02-06,132248,32246,100001,6,"6981.T(HOMERUN), 2768.T(HOMERUN), 8698.T(HOMERUN), 6702.T(HOMERUN), 6305.T(HOMERUN), 7751.T(HOMERUN)"
2024-02-07,131978,16635,115343,7,"6981.T(HOMERUN), 2768.T(HOMERUN), 8698.T(HOMERUN), 6702.T(HOMERUN), 6305.T(HOMERUN), 7751.T(HOMERUN), 7735.T(HOMERUN)"
2024-02-08,133673,3768,129905,9,"6981.T(HOMERUN), 2768.T(HOMERUN), 8698.T(HOMERUN), 6702.T(HOMERUN), 6305.T(HOMERUN), 7751.T(HOMERUN), 7735.T(HOMERUN), 6857.T(GUERRILLA), 7267.T(HOMERUN)"
2024-02-09,133628,3768,129860,9,"6981.T(HOMERUN), 2768.T(HOMERUN), 8698.T(HOMERUN), 6702.T(HOMERUN), 6305.T(HOMERUN), 7751.T(HOMERUN), 7735.T(HOMERUN), 6857.T(GUERRILLA), 7267.T(HOMERUN)"
2024-02-13,135049,3768,131281,9,"6981.T(HOMERUN), 2768.T(HOMERUN), 8698.T(HOMERUN), 6702.T(HOMERUN), 6305.T(HOMERUN), 7751.T(HOMERUN), 7735.T(HOMERUN), 6857.T(GUERRILLA), 7267.T(HOMERUN)"
2024-02-14,134187,10874,123312,8,"2768.T(HOMERUN), 6702.T(HOMERUN), 6305.T(HOMERUN), 7751.T(HOMERUN), 7735.T(HOMERUN), 7267.T(HOMERUN), 6857.T(GUERRILLA), 7013.T(HOMERUN)"
2024-02-15,136311,7655,128656,9,"2768.T(HOMERUN), 6702.T(HOMERUN), 6305.T(HOMERUN), 7751.T(HOMERUN), 7735.T(HOMERUN), 7267.T(HOMERUN), 6857.T(GUERRILLA), 7013.T(HOMERUN), 8053.T(GUERRILLA)"
2024-02-16,137414,12503,124910,8,"2768.T(HOMERUN), 6702.T(HOMERUN), 6305.T(HOMERUN), 7751.T(HOMERUN), 7267.T(HOMERUN), 7013.T(HOMERUN), 8053.T(GUERRILLA), 8035.T(GUERRILLA)"
2024-02-19,137509,4612,132897,10,"2768.T(HOMERUN), 6702.T(HOMERUN), 6305.T(HOMERUN), 7751.T(HOMERUN), 7267.T(HOMERUN), 7013.T(HOMERUN), 8053.T(GUERRILLA), 8035.T(GUERRILLA), 7003.T(GUERRILLA), 8058.T(HOMERUN)"
2024-02-20,136406,12542,123863,8,"2768.T(HOMERUN), 6702.T(HOMERUN), 6305.T(HOMERUN), 7751.T(HOMERUN), 7267.T(HOMERUN), 7013.T(HOMERUN), 8035.T(GUERRILLA), 8058.T(HOMERUN)"
2024-02-21,135489,12542,122946,8,"2768.T(HOMERUN), 6702.T(HOMERUN), 6305.T(HOMERUN), 7751.T(HOMERUN), 7267.T(HOMERUN), 7013.T(HOMERUN), 8035.T(GUERRILLA), 8058.T(HOMERUN)"
2024-02-22,138808,12542,126266,8,"2768.T(HOMERUN), 6702.T(HOMERUN), 6305.T(HOMERUN), 7751.T(HOMERUN), 7267.T(HOMERUN), 7013.T(HOMERUN), 8035.T(GUERRILLA), 8058.T(HOMERUN)"
2024-02-26,138835,6893,131941,9,"2768.T(HOMERUN), 6702.T(HOMERUN), 6305.T(HOMERUN), 7751.T(HOMERUN), 7267.T(HOMERUN), 7013.T(HOMERUN), 8035.T(GUERRILLA), 8058.T(HOMERUN), 6506.T(HOMERUN)"
2024-02-27,140569,6893,133675,9,"2768.T(HOMERUN), 6702.T(HOMERUN), 6305.T(HOMERUN), 7751.T(HOMERUN), 7267.T(HOMERUN), 7013.T(HOMERUN), 8035.T(GUERRILLA), 8058.T(HOMERUN), 6506.T(HOMERUN)"
2024-02-28,140833,6893,133940,9,"2768.T(HOMERUN), 6702.T(HOMERUN), 6305.T(HOMERUN), 7751.T(HOMERUN), 7267.T(HOMERUN), 7013.T(HOMERUN), 8035.T(GUERRILLA), 8058.T(HOMERUN), 6506.T(HOMERUN)"
2024-02-29,140843,6893,133950,9,"2768.T(HOMERUN), 6702.T(HOMERUN), 6305.T(HOMERUN), 7751.T(HOMERUN), 7267.T(HOMERUN), 7013.T(HOMERUN), 8035.T(GUERRILLA), 8058.T(HOMERUN), 6506.T(HOMERUN)"
2024-03-01,142818,28864,113954,9,"2768.T(HOMERUN), 6702.T(HOMERUN), 6305.T(HOMERUN), 7751.T(HOMERUN), 7267.T(HOMERUN), 7013.T(HOMERUN), 8058.T(HOMERUN), 6506.T(HOMERUN), 6315.T(HOMERUN)"
2024-03-04,143100,23738,119361,10,"2768.T(HOMERUN), 6702.T(HOMERUN), 6305.T(HOMERUN), 7751.T(HOMERUN), 7267.T(HOMERUN), 7013.T(HOMERUN), 8058.T(HOMERUN), 6506.T(HOMERUN), 6315.T(HOMERUN), 6254.T(HOMERUN)"
2024-03-05,145291,23738,121552,10,"2768.T(HOMERUN), 6702.T(HOMERUN), 6305.T(HOMERUN), 7751.T(HOMERUN), 7267.T(HOMERUN), 7013.T(HOMERUN), 8058.T(HOMERUN), 6506.T(HOMERUN), 6315.T(HOMERUN), 6254.T(HOMERUN)"
2024-03-06,146285,23738,122546,10,"2768.T(HOMERUN), 6702.T(HOMERUN), 6305.T(HOMERUN), 7751.T(HOMERUN), 7267.T(HOMERUN), 7013.T(HOMERUN), 8058.T(HOMERUN), 6506.T(HOMERUN), 6315.T(HOMERUN), 6254.T(HOMERUN)"
2024-03-07,146469,23738,122730,10,"2768.T(HOMERUN), 6702.T(HOMERUN), 6305.T(HOMERUN), 7751.T(HOMERUN), 7267.T(HOMERUN), 7013.T(HOMERUN), 8058.T(HOMERUN), 6506.T(HOMERUN), 6315.T(HOMERUN), 6254.T(HOMERUN)"
2024-03-08,145824,23738,122085,10,"2768.T(HOMERUN), 6702.T(HOMERUN), 6305.T(HOMERUN), 7751.T(HOMERUN), 7267.T(HOMERUN), 7013.T(HOMERUN), 8058.T(HOMERUN), 6506.T(HOMERUN), 6315.T(HOMERUN), 6254.T(HOMERUN)"
2024-03-11,142614,61680,80933,5,"6702.T(HOMERUN), 6305.T(HOMERUN), 7267.T(HOMERUN), 8058.T(HOMERUN), 2768.T(GUERRILLA)"
2024-03-12,141753,89769,51984,4,"6305.T(HOMERUN), 7267.T(HOMERUN), 8058.T(HOMERUN), 2768.T(GUERRILLA)"
2024-03-13,141507,89769,51737,4,"6305.T(HOMERUN), 7267.T(HOMERUN), 8058.T(HOMERUN), 2768.T(GUERRILLA)"
2024-03-14,142193,89769,52423,4,"6305.T(HOMERUN), 7267.T(HOMERUN), 8058.T(HOMERUN), 2768.T(GUERRILLA)"
2024-03-15,142960,89769,53190,4,"6305.T(HOMERUN), 7267.T(HOMERUN), 8058.T(HOMERUN), 2768.T(GUERRILLA)"
