Date,Total_Equity,Cash,Holdings_Value,Positions_Count,Holdings_Detail
2023-01-23,10374613,3161126,7213486,12,"2768.T, 3687.T, 6758.T, 4543.T, 3993.T, 5411.T, 5401.T, 5713.T, 2222.T, 4661.T, 5032.T, 6702.T"
2023-01-24,10449118,3130420,7318697,12,"2768.T, 3687.T, 6758.T, 4543.T, 3993.T, 5401.T, 5713.T, 2222.T, 5032.T, 6702.T, 1605.T, 4478.T"
2023-01-25,10460935,4781281,5679654,9,"2768.T, 3687.T, 6758.T, 5713.T, 2222.T, 5032.T, 6702.T, 1605.T, 4478.T"
2023-01-26,10426589,4065914,6360674,10,"2768.T, 3687.T, 6758.T, 5713.T, 2222.T, 5032.T, 6702.T, 1605.T, 4478.T, 4661.T"
2023-01-27,10385101,3390272,6994829,11,"2768.T, 3687.T, 6758.T, 5713.T, 5032.T, 6702.T, 1605.T, 4478.T, 4661.T, 3092.T, 5401.T"
2023-01-30,10372686,2710904,7661781,12,"2768.T, 3687.T, 6758.T, 5713.T, 6702.T, 1605.T, 4478.T, 4661.T, 3092.T, 5401.T, 2222.T, 4180.T"
2023-01-31,10403801,2858476,7545325,12,"2768.T, 3687.T, 6758.T, 5713.T, 6702.T, 4478.T, 4661.T, 3092.T, 5401.T, 2222.T, 4180.T, 6203.T"
2023-02-01,10474832,3007070,7467762,12,"2768.T, 3687.T, 6758.T, 5713.T, 6702.T, 4478.T, 5401.T, 2222.T, 4180.T, 6203.T, 3993.T, 4661.T"
2023-02-02,10513673,4012162,6501510,10,"5713.T, 6702.T, 4478.T, 5401.T, 2222.T, 6203.T, 3993.T, 4661.T, 2768.T, 4063.T"
2023-02-03,10514841,3521423,6993418,11,"6702.T, 4478.T, 5401.T, 2222.T, 6203.T, 3993.T, 4661.T, 2768.T, 4063.T, 3687.T, 4385.T"
2023-02-06,10522501,2618669,7903832,13,"6702.T, 4478.T, 5401.T, 6203.T, 3993.T, 4661.T, 2768.T, 4063.T, 3687.T, 4385.T, 2222.T, 5411.T, 5713.T"
2023-02-07,10465066,3081280,7383785,12,"4478.T, 5401.T, 6203.T, 3993.T, 4661.T, 2768.T, 4063.T, 3687.T, 4385.T, 2222.T, 5713.T, 5411.T"
2023-02-08,10510677,3774144,6736532,11,"4478.T, 6203.T, 3993.T, 4661.T, 2768.T, 4063.T, 3687.T, 4385.T, 2222.T, 5713.T, 5411.T"
2023-02-09,10544877,4074287,6470589,10,"4478.T, 6203.T, 3993.T, 4661.T, 2768.T, 4063.T, 3687.T, 2222.T, 5713.T, 5411.T"
2023-02-10,10512662,2853289,7659372,12,"4478.T, 6203.T, 3993.T, 4661.T, 2768.T, 4063.T, 3687.T, 2222.T, 5713.T, 5411.T, 3436.T, 4180.T"
2023-02-13,10375798,4740074,5635723,8,"4478.T, 4661.T, 2768.T, 4063.T, 5411.T, 3436.T, 4180.T, 2222.T"
2023-02-14,10460629,3319692,7140936,10,"4478.T, 4661.T, 2768.T, 4063.T, 5411.T, 3436.T, 4180.T, 2222.T, 1605.T, 5032.T"
2023-02-15,10436970,3905768,6531202,9,"4661.T, 2768.T, 4063.T, 5411.T, 3436.T, 2222.T, 1605.T, 5032.T, 3993.T"
2023-02-16,10499040,2150085,8348955,12,"4661.T, 2768.T, 4063.T, 5411.T, 3436.T, 2222.T, 1605.T, 5032.T, 3993.T, 3687.T, 4180.T, 5401.T"
2023-02-17,10383380,1914191,8469189,13,"4661.T, 2768.T, 4063.T, 5411.T, 2222.T, 1605.T, 5032.T, 3993.T, 3687.T, 4180.T, 5401.T, 4478.T, 6254.T"
2023-02-20,10375312,2903361,7471951,12,"4661.T, 2768.T, 4063.T, 2222.T, 5032.T, 3993.T, 3687.T, 4180.T, 5401.T, 4478.T, 6254.T, 6301.T"
2023-02-21,10277390,2903361,7374029,12,"4661.T, 2768.T, 4063.T, 2222.T, 5032.T, 3993.T, 3687.T, 4180.T, 5401.T, 4478.T, 6254.T, 6301.T"
2023-02-22,10193047,4691825,5501221,7,"2768.T, 4063.T, 2222.T, 5401.T, 6301.T, 3092.T, 4180.T"
2023-02-24,10260699,3989296,6271403,8,"2768.T, 4063.T, 2222.T, 5401.T, 6301.T, 3092.T, 4180.T, 5032.T"
2023-02-27,10206381,2795673,7410707,10,"2768.T, 4063.T, 2222.T, 5401.T, 6301.T, 3092.T, 4180.T, 5032.T, 3993.T, 4661.T"
2023-02-28,10306475,2373909,7932565,11,"2768.T, 4063.T, 2222.T, 6301.T, 3092.T, 4180.T, 5032.T, 3993.T, 4661.T, 3687.T, 5401.T"
2023-03-01,10435218,1668254,8766964,13,"2768.T, 4063.T, 2222.T, 6301.T, 3092.T, 4180.T, 5032.T, 3993.T, 4661.T, 3687.T, 5401.T, 1605.T, 6146.T"
2023-03-02,10489696,1668254,8821441,13,"2768.T, 4063.T, 2222.T, 6301.T, 3092.T, 4180.T, 5032.T, 3993.T, 4661.T, 3687.T, 5401.T, 1605.T, 6146.T"
2023-03-03,10613413,2586693,8026719,12,"4063.T, 2222.T, 6301.T, 3092.T, 4180.T, 5032.T, 3993.T, 4661.T, 3687.T, 5401.T, 1605.T, 6146.T"
2023-03-06,10728787,1800815,8927971,14,"4063.T, 2222.T, 6301.T, 3092.T, 5032.T, 3993.T, 3687.T, 5401.T, 1605.T, 6146.T, 3436.T, 4180.T, 4478.T, 4568.T"
2023-03-07,10761317,1800815,8960502,14,"4063.T, 2222.T, 6301.T, 3092.T, 5032.T, 3993.T, 3687.T, 5401.T, 1605.T, 6146.T, 3436.T, 4180.T, 4478.T, 4568.T"
2023-03-08,10727438,1800815,8926622,14,"4063.T, 2222.T, 6301.T, 3092.T, 5032.T, 3993.T, 3687.T, 5401.T, 1605.T, 6146.T, 3436.T, 4180.T, 4478.T, 4568.T"
2023-03-09,10759427,1800815,8958612,14,"4063.T, 2222.T, 6301.T, 3092.T, 5032.T, 3993.T, 3687.T, 5401.T, 1605.T, 6146.T, 3436.T, 4180.T, 4478.T, 4568.T"
2023-03-10,10600130,2775370,7824759,12,"4063.T, 2222.T, 6301.T, 3092.T, 5032.T, 3993.T, 3687.T, 5401.T, 6146.T, 3436.T, 4478.T, 4568.T"
2023-03-13,10515322,3299019,7216302,9,"4063.T, 2222.T, 3092.T, 6146.T, 3436.T, 4478.T, 1605.T, 3687.T, 4180.T"
2023-03-14,10399577,2653527,7746049,10,"4063.T, 2222.T, 3092.T, 6146.T, 4478.T, 3687.T, 4180.T, 2768.T, 4483.T, 4661.T"
2023-03-15,10333716,3156133,7177583,10,"4063.T, 6146.T, 4478.T, 3687.T, 4180.T, 2768.T, 4483.T, 4661.T, 3993.T, 4568.T"
2023-03-16,10333820,4684199,5649621,8,"4063.T, 6146.T, 4478.T, 4180.T, 4483.T, 4661.T, 3993.T, 4568.T"
2023-03-17,10537488,4676363,5861124,8,"4063.T, 6146.T, 4180.T, 4483.T, 4661.T, 3993.T, 4568.T, 2222.T"
2023-03-20,10360208,4532935,5827273,8,"4063.T, 6146.T, 4180.T, 4483.T, 4661.T, 4568.T, 2222.T, 4478.T"
2023-03-22,10491087,4532935,5958152,8,"4063.T, 6146.T, 4180.T, 4483.T, 4661.T, 4568.T, 2222.T, 4478.T"
2023-03-23,10488756,4464690,6024065,8,"4063.T, 6146.T, 4180.T, 4661.T, 4568.T, 2222.T, 4478.T, 3993.T"
2023-03-24,10457188,3796646,6660542,9,"4063.T, 6146.T, 4180.T, 4661.T, 4568.T, 2222.T, 4478.T, 3993.T, 2768.T"
2023-03-27,10466232,4028777,6437454,9,"6146.T, 4180.T, 4661.T, 4568.T, 2222.T, 4478.T, 3993.T, 2768.T, 4483.T"
2023-03-28,10394995,4862938,5532057,8,"6146.T, 4661.T, 4568.T, 2222.T, 4478.T, 3993.T, 2768.T, 4483.T"
2023-03-29,10466803,3924664,6542138,9,"6146.T, 4661.T, 4568.T, 2222.T, 3993.T, 2768.T, 4483.T, 3436.T, 4543.T"
2023-03-30,10511201,3968094,6543107,9,"6146.T, 4661.T, 2222.T, 3993.T, 2768.T, 4483.T, 3436.T, 4543.T, 5401.T"
2023-03-31,10609786,3968094,6641691,9,"6146.T, 4661.T, 2222.T, 3993.T, 2768.T, 4483.T, 3436.T, 4543.T, 5401.T"
2023-04-03,10665637,3932892,6732745,9,"6146.T, 4661.T, 3993.T, 4483.T, 3436.T, 4543.T, 5401.T, 2222.T, 3092.T"
2023-04-04,10634999,3649652,6985347,9,"4661.T, 3993.T, 4483.T, 3436.T, 4543.T, 5401.T, 2222.T, 3092.T, 4063.T"
2023-04-05,10537169,3258899,7278270,9,"4661.T, 4483.T, 4543.T, 2222.T, 3092.T, 4063.T, 1605.T, 2768.T, 3436.T"
2023-04-06,10464554,3979156,6485398,8,"4661.T, 4483.T, 4543.T, 2222.T, 1605.T, 2768.T, 3436.T, 3993.T"
2023-04-07,10498959,3385216,7113742,9,"4661.T, 4483.T, 4543.T, 2222.T, 1605.T, 2768.T, 3436.T, 3993.T, 4568.T"
2023-04-10,10588522,3322634,7265888,10,"4483.T, 4543.T, 2222.T, 1605.T, 2768.T, 3436.T, 3993.T, 4568.T, 4385.T, 5401.T"
2023-04-11,10711562,3598643,7112919,10,"4483.T, 2222.T, 1605.T, 2768.T, 3436.T, 3993.T, 4568.T, 4385.T, 5401.T, 4543.T"
2023-04-12,10749980,1986715,8763264,13,"4483.T, 2222.T, 1605.T, 2768.T, 3436.T, 3993.T, 4568.T, 4385.T, 5401.T, 4543.T, 3687.T, 4063.T, 5713.T"
2023-04-13,10811280,1986715,8824564,13,"4483.T, 2222.T, 1605.T, 2768.T, 3436.T, 3993.T, 4568.T, 4385.T, 5401.T, 4543.T, 3687.T, 4063.T, 5713.T"
2023-04-14,10871811,1986715,8885095,13,"4483.T, 2222.T, 1605.T, 2768.T, 3436.T, 3993.T, 4568.T, 4385.T, 5401.T, 4543.T, 3687.T, 4063.T, 5713.T"
2023-04-17,10862165,1986715,8875449,13,"4483.T, 2222.T, 1605.T, 2768.T, 3436.T, 3993.T, 4568.T, 4385.T, 5401.T, 4543.T, 3687.T, 4063.T, 5713.T"
2023-04-18,10899253,2815204,8084048,12,"4483.T, 2222.T, 1605.T, 2768.T, 3436.T, 4568.T, 4385.T, 5401.T, 4543.T, 3687.T, 4063.T, 5713.T"
2023-04-19,10908787,2815204,8093582,12,"4483.T, 2222.T, 1605.T, 2768.T, 3436.T, 4568.T, 4385.T, 5401.T, 4543.T, 3687.T, 4063.T, 5713.T"
2023-04-20,10856019,2815204,8040815,12,"4483.T, 2222.T, 1605.T, 2768.T, 3436.T, 4568.T, 4385.T, 5401.T, 4543.T, 3687.T, 4063.T, 5713.T"
2023-04-21,10862684,1348631,9514052,15,"4483.T, 2222.T, 1605.T, 2768.T, 3436.T, 4568.T, 4385.T, 5401.T, 4543.T, 4063.T, 5713.T, 3993.T, 4661.T, 5032.T, 6146.T"
2023-04-24,10859287,1878624,8980662,14,"4483.T, 2222.T, 1605.T, 2768.T, 3436.T, 4568.T, 4385.T, 5401.T, 4543.T, 4063.T, 3993.T, 4661.T, 5032.T, 6146.T"
2023-04-25,10807347,2264058,8543289,13,"4483.T, 2222.T, 1605.T, 2768.T, 3436.T, 4568.T, 4385.T, 4543.T, 4063.T, 3993.T, 4661.T, 5032.T, 6146.T"
2023-04-26,10701729,4385962,6315766,9,"2222.T, 2768.T, 4385.T, 4543.T, 4063.T, 4661.T, 5032.T, 1605.T, 4568.T"
2023-04-27,10650640,4890980,5759659,8,"2222.T, 2768.T, 4385.T, 4543.T, 4063.T, 4661.T, 1605.T, 4483.T"
2023-04-28,10671081,5397640,5273440,7,"2222.T, 2768.T, 4385.T, 4543.T, 4661.T, 1605.T, 4483.T"
2023-05-01,10752804,4150377,6602426,8,"2222.T, 2768.T, 4543.T, 4661.T, 1605.T, 4483.T, 5713.T, 6146.T"
2023-05-02,10755560,4293731,6461829,8,"2222.T, 4543.T, 4661.T, 1605.T, 4483.T, 5713.T, 6146.T, 2768.T"
2023-05-08,10762190,4448287,6313902,8,"2222.T, 4543.T, 4661.T, 4483.T, 5713.T, 6146.T, 2768.T, 3687.T"
2023-05-09,10845107,4364773,6480333,8,"2222.T, 4661.T, 4483.T, 5713.T, 6146.T, 2768.T, 3687.T, 4063.T"
2023-05-10,10853794,5262057,5591736,7,"4661.T, 5713.T, 6146.T, 2768.T, 3687.T, 4063.T, 4483.T"
2023-05-11,10823427,5157543,5665884,7,"4661.T, 6146.T, 2768.T, 3687.T, 4063.T, 4483.T, 2222.T"
2023-05-12,10830006,5164872,5665134,7,"4661.T, 6146.T, 2768.T, 3687.T, 4063.T, 2222.T, 3993.T"
2023-05-15,10796625,6215893,4580732,6,"2768.T, 4063.T, 2222.T, 3993.T, 3687.T, 4483.T"
2023-05-16,10815955,5215647,5600307,8,"2768.T, 4063.T, 2222.T, 3687.T, 4483.T, 3993.T, 4478.T, 4568.T"
2023-05-17,10808428,4435697,6372731,10,"2768.T, 4063.T, 2222.T, 3687.T, 4483.T, 3993.T, 4478.T, 4568.T, 4385.T, 4543.T"
2023-05-18,10828064,3770366,7057697,11,"2768.T, 4063.T, 2222.T, 3687.T, 4483.T, 3993.T, 4478.T, 4568.T, 4385.T, 4543.T, 1605.T"
2023-05-19,10958810,3033501,7925309,12,"2768.T, 4063.T, 2222.T, 3687.T, 3993.T, 4478.T, 4568.T, 4385.T, 4543.T, 1605.T, 4483.T, 4661.T"
2023-05-22,11075377,3033501,8041876,12,"2768.T, 4063.T, 2222.T, 3687.T, 3993.T, 4478.T, 4568.T, 4385.T, 4543.T, 1605.T, 4483.T, 4661.T"
2023-05-23,11106813,6258711,4848101,8,"2222.T, 3687.T, 4478.T, 4568.T, 4385.T, 1605.T, 4483.T, 4661.T"
2023-05-24,11044315,8853675,2190640,4,"4568.T, 4385.T, 1605.T, 4483.T"
2023-05-25,11014346,8243642,2770703,3,"1605.T, 4483.T, 3436.T"
2023-05-26,11026914,7391015,3635898,4,"3436.T, 1605.T, 2768.T, 3993.T"
2023-05-29,11091632,5176628,5915003,8,"3436.T, 1605.T, 2768.T, 3993.T, 2222.T, 4180.T, 4385.T, 4543.T"
2023-05-30,11048451,4054814,6993636,9,"1605.T, 2768.T, 2222.T, 4180.T, 4385.T, 4543.T, 3436.T, 3993.T, 4661.T"
2023-05-31,10966530,4658280,6308250,8,"2222.T, 4180.T, 4385.T, 4543.T, 3436.T, 3993.T, 4661.T, 4063.T"
2023-06-01,10967855,4658280,6309575,8,"2222.T, 4180.T, 4385.T, 4543.T, 3436.T, 3993.T, 4661.T, 4063.T"
2023-06-02,11058226,3960006,7098219,9,"2222.T, 4180.T, 4385.T, 4543.T, 3436.T, 3993.T, 4661.T, 4063.T, 1605.T"
2023-06-05,11240522,1589777,9650744,13,"2222.T, 4180.T, 4385.T, 4543.T, 3436.T, 3993.T, 4661.T, 4063.T, 1605.T, 4483.T, 4568.T, 5032.T, 5411.T"
2023-06-06,11389325,1589777,9799547,13,"2222.T, 4180.T, 4385.T, 4543.T, 3436.T, 3993.T, 4661.T, 4063.T, 1605.T, 4483.T, 4568.T, 5032.T, 5411.T"
2023-06-07,11378888,2481480,8897408,12,"2222.T, 4180.T, 4385.T, 4543.T, 3436.T, 3993.T, 4661.T, 1605.T, 4483.T, 4568.T, 5032.T, 5411.T"
2023-06-08,11202342,3527090,7675252,11,"2222.T, 4180.T, 4385.T, 3436.T, 4661.T, 1605.T, 4483.T, 4568.T, 5032.T, 5411.T, 4063.T"
2023-06-09,11304979,2999628,8305350,12,"2222.T, 4180.T, 4385.T, 3436.T, 4661.T, 1605.T, 4483.T, 4568.T, 5032.T, 5411.T, 4063.T, 2768.T"
2023-06-12,11406826,3586034,7820791,11,"2222.T, 4180.T, 3436.T, 4661.T, 1605.T, 4568.T, 5032.T, 5411.T, 4063.T, 2768.T, 4385.T"
2023-06-13,11510582,3050307,8460274,12,"2222.T, 4180.T, 3436.T, 4661.T, 1605.T, 4568.T, 5032.T, 5411.T, 4063.T, 2768.T, 4385.T, 4483.T"
2023-06-14,11596372,3725224,7871147,11,"2222.T, 3436.T, 4661.T, 1605.T, 4568.T, 5032.T, 4063.T, 2768.T, 4385.T, 4483.T, 2413.T"
2023-06-15,11559265,2389728,9169537,13,"2222.T, 3436.T, 4661.T, 1605.T, 5032.T, 4063.T, 2768.T, 4385.T, 4483.T, 2413.T, 3993.T, 4543.T, 4568.T"
2023-06-16,11680195,2058513,9621681,14,"2222.T, 3436.T, 4661.T, 4063.T, 2768.T, 4385.T, 4483.T, 2413.T, 3993.T, 4543.T, 4568.T, 1605.T, 3687.T, 5032.T"
2023-06-19,11737172,2058513,9678658,14,"2222.T, 3436.T, 4661.T, 4063.T, 2768.T, 4385.T, 4483.T, 2413.T, 3993.T, 4543.T, 4568.T, 1605.T, 3687.T, 5032.T"
2023-06-20,11838125,2762366,9075759,13,"2222.T, 3436.T, 4661.T, 4063.T, 2768.T, 4385.T, 4483.T, 2413.T, 3993.T, 4543.T, 4568.T, 1605.T, 3687.T"
2023-06-21,11776004,4429365,7346639,10,"2222.T, 3436.T, 4661.T, 2768.T, 2413.T, 3993.T, 4543.T, 4568.T, 3687.T, 4180.T"
2023-06-22,11732745,6184932,5547813,7,"2222.T, 3436.T, 4661.T, 3993.T, 4543.T, 4568.T, 4180.T"
2023-06-23,11642690,5906821,5735868,8,"2222.T, 3436.T, 4661.T, 4180.T, 1605.T, 2768.T, 3092.T, 3993.T"
2023-06-26,11618260,5629942,5988317,8,"2222.T, 3436.T, 4661.T, 1605.T, 2768.T, 3092.T, 3993.T, 5411.T"
2023-06-27,11616666,5032782,6583883,7,"3436.T, 4661.T, 1605.T, 2768.T, 5411.T, 2222.T, 3993.T"
2023-06-28,11737556,4247221,7490335,9,"3436.T, 4661.T, 1605.T, 2768.T, 5411.T, 2222.T, 3993.T, 4063.T, 4543.T"
2023-06-29,11751943,3787486,7964456,11,"3436.T, 4661.T, 1605.T, 2768.T, 5411.T, 2222.T, 3993.T, 4063.T, 4543.T, 4180.T, 4483.T"
2023-06-30,11740499,3219547,8520951,12,"3436.T, 4661.T, 1605.T, 2768.T, 5411.T, 2222.T, 3993.T, 4063.T, 4543.T, 4180.T, 4483.T, 5401.T"
2023-07-03,11837260,3219547,8617713,12,"3436.T, 4661.T, 1605.T, 2768.T, 5411.T, 2222.T, 3993.T, 4063.T, 4543.T, 4180.T, 4483.T, 5401.T"
2023-07-04,11814507,3033288,8781219,12,"3436.T, 4661.T, 1605.T, 2768.T, 5411.T, 2222.T, 3993.T, 4063.T, 4180.T, 4483.T, 5401.T, 6146.T"
2023-07-05,11785334,3424364,8360969,13,"3436.T, 4661.T, 1605.T, 2768.T, 5411.T, 3993.T, 4063.T, 4180.T, 4483.T, 5401.T, 6146.T, 4385.T, 6254.T"
2023-07-06,11606368,2908532,8697836,13,"3436.T, 4661.T, 1605.T, 2768.T, 5411.T, 3993.T, 4180.T, 5401.T, 6146.T, 4385.T, 6254.T, 4483.T, 4543.T"
2023-07-07,11552960,3900027,7652932,12,"3436.T, 4661.T, 1605.T, 2768.T, 3993.T, 4180.T, 5401.T, 6146.T, 4385.T, 6254.T, 4483.T, 4543.T"
2023-07-10,11534802,3284831,8249970,12,"3436.T, 4661.T, 1605.T, 2768.T, 3993.T, 4180.T, 5401.T, 4385.T, 4483.T, 4543.T, 4063.T, 6027.T"
2023-07-11,11646444,3268229,8378214,12,"3436.T, 4661.T, 1605.T, 2768.T, 3993.T, 4180.T, 4385.T, 4483.T, 4543.T, 4063.T, 6027.T, 6254.T"
2023-07-12,11476013,3990780,7485232,11,"1605.T, 2768.T, 3993.T, 4385.T, 4483.T, 4543.T, 4063.T, 6027.T, 6254.T, 3436.T, 5411.T"
2023-07-13,11642088,4171424,7470664,11,"2768.T, 3993.T, 4385.T, 4483.T, 4543.T, 4063.T, 6027.T, 6254.T, 3436.T, 5411.T, 5401.T"
2023-07-14,11623109,3546246,8076862,12,"2768.T, 3993.T, 4385.T, 4483.T, 4543.T, 4063.T, 6027.T, 6254.T, 3436.T, 5411.T, 5401.T, 2222.T"
2023-07-18,11662752,3546246,8116505,12,"2768.T, 3993.T, 4385.T, 4483.T, 4543.T, 4063.T, 6027.T, 6254.T, 3436.T, 5411.T, 5401.T, 2222.T"
2023-07-19,11785350,3546246,8239103,12,"2768.T, 3993.T, 4385.T, 4483.T, 4543.T, 4063.T, 6027.T, 6254.T, 3436.T, 5411.T, 5401.T, 2222.T"
2023-07-20,11645389,3546246,8099142,12,"2768.T, 3993.T, 4385.T, 4483.T, 4543.T, 4063.T, 6027.T, 6254.T, 3436.T, 5411.T, 5401.T, 2222.T"
2023-07-21,11583609,4374712,7208897,13,"2768.T, 3993.T, 4385.T, 4483.T, 4543.T, 6027.T, 5411.T, 5401.T, 2222.T, 1605.T, 3092.T, 3436.T, 4063.T"
2023-07-24,11702653,5294801,6407852,12,"2768.T, 3993.T, 4385.T, 4483.T, 4543.T, 6027.T, 5401.T, 2222.T, 1605.T, 3092.T, 3436.T, 4063.T"
2023-07-25,11701973,5294801,6407172,12,"2768.T, 3993.T, 4385.T, 4483.T, 4543.T, 6027.T, 5401.T, 2222.T, 1605.T, 3092.T, 3436.T, 4063.T"
2023-07-26,11732767,4276815,7455952,12,"2768.T, 3993.T, 4385.T, 4483.T, 4543.T, 6027.T, 2222.T, 3092.T, 3436.T, 4063.T, 4661.T, 5401.T"
2023-07-27,11844161,2814151,9030009,14,"2768.T, 3993.T, 4385.T, 4483.T, 4543.T, 2222.T, 3092.T, 3436.T, 4063.T, 4661.T, 5401.T, 1605.T, 5411.T, 6027.T"
2023-07-28,11809074,2814151,8994923,14,"2768.T, 3993.T, 4385.T, 4483.T, 4543.T, 2222.T, 3092.T, 3436.T, 4063.T, 4661.T, 5401.T, 1605.T, 5411.T, 6027.T"
2023-07-31,11969803,3428773,8541029,13,"2768.T, 3993.T, 4385.T, 4483.T, 4543.T, 3092.T, 3436.T, 4063.T, 4661.T, 5401.T, 1605.T, 5411.T, 6027.T"
2023-08-01,12025106,4303581,7721524,11,"3993.T, 4385.T, 4483.T, 4543.T, 3436.T, 4063.T, 5401.T, 1605.T, 5411.T, 2768.T, 4661.T"
2023-08-02,11871649,4891444,6980205,10,"3993.T, 4385.T, 4543.T, 3436.T, 4063.T, 5401.T, 1605.T, 5411.T, 2768.T, 4661.T"
2023-08-03,11786834,4290557,7496276,8,"3993.T, 3436.T, 1605.T, 2768.T, 4661.T, 4483.T, 5411.T, 5713.T"
2023-08-04,11766256,4724300,7041956,7,"3993.T, 1605.T, 2768.T, 4483.T, 5411.T, 5713.T, 2222.T"
2023-08-07,11702692,6701745,5000947,6,"1605.T, 4483.T, 5713.T, 2222.T, 5401.T, 6027.T"
2023-08-08,11641965,4651642,6990322,9,"1605.T, 4483.T, 5713.T, 2222.T, 5401.T, 6027.T, 2768.T, 4385.T, 6146.T"
2023-08-09,11702690,4582316,7120374,9,"4483.T, 2222.T, 5401.T, 6027.T, 2768.T, 4385.T, 6146.T, 1605.T, 6315.T"
2023-08-10,11727054,6356580,5370473,8,"2222.T, 5401.T, 2768.T, 4385.T, 6146.T, 6315.T, 4483.T, 5411.T"
2023-08-14,11672118,5585323,6086795,8,"5401.T, 2768.T, 6146.T, 6315.T, 4483.T, 5411.T, 1605.T, 4385.T"
2023-08-15,11679528,5125115,6554412,8,"5401.T, 2768.T, 6146.T, 6315.T, 5411.T, 1605.T, 4385.T, 2222.T"
2023-08-16,11672386,5125115,6547270,8,"5401.T, 2768.T, 6146.T, 6315.T, 5411.T, 1605.T, 4385.T, 2222.T"
2023-08-17,11632670,5840140,5792529,6,"6146.T, 6315.T, 1605.T, 4385.T, 2222.T, 6027.T"
2023-08-18,11538289,5706680,5831609,6,"6146.T, 6315.T, 1605.T, 4385.T, 6027.T, 5411.T"
2023-08-21,11612734,4852446,6760287,7,"6146.T, 6315.T, 1605.T, 4385.T, 6027.T, 5411.T, 6501.T"
2023-08-22,11653036,4852446,6800589,7,"6146.T, 6315.T, 1605.T, 4385.T, 6027.T, 5411.T, 6501.T"
2023-08-23,11697195,5066341,6630854,7,"6146.T, 6315.T, 1605.T, 6027.T, 5411.T, 6501.T, 2222.T"
2023-08-24,11787882,4342226,7445655,8,"6146.T, 1605.T, 6027.T, 5411.T, 6501.T, 2222.T, 5401.T, 6902.T"
2023-08-25,11746211,4127846,7618364,8,"1605.T, 6027.T, 5411.T, 6501.T, 2222.T, 5401.T, 6902.T, 6857.T"
2023-08-28,11855411,2891227,8964183,10,"1605.T, 6027.T, 5411.T, 6501.T, 2222.T, 5401.T, 6902.T, 6857.T, 6203.T, 6301.T"
2023-08-29,11881543,2458302,9423241,11,"1605.T, 6027.T, 5411.T, 6501.T, 2222.T, 5401.T, 6902.T, 6857.T, 6203.T, 6301.T, 4180.T"
2023-08-30,11909917,2094535,9815381,12,"1605.T, 6027.T, 5411.T, 6501.T, 2222.T, 5401.T, 6902.T, 6857.T, 6203.T, 6301.T, 4180.T, 6146.T"
2023-08-31,12029504,2094535,9934968,12,"1605.T, 6027.T, 5411.T, 6501.T, 2222.T, 5401.T, 6902.T, 6857.T, 6203.T, 6301.T, 4180.T, 6146.T"
2023-09-01,12157103,3017796,9139307,11,"1605.T, 6027.T, 5411.T, 2222.T, 5401.T, 6902.T, 6857.T, 6203.T, 6301.T, 4180.T, 6146.T"
2023-09-04,12362110,2829363,9532747,12,"1605.T, 6027.T, 2222.T, 6902.T, 6857.T, 6203.T, 6301.T, 4180.T, 6146.T, 3092.T, 5411.T, 6315.T"
2023-09-05,12424409,3009005,9415404,12,"1605.T, 6027.T, 2222.T, 6902.T, 6857.T, 6203.T, 6301.T, 4180.T, 6146.T, 3092.T, 6315.T, 5411.T"
