Date,Total_Equity,Cash,Holdings_Value,Positions_Count,Holdings_Detail
2015-06-02,100000,100000,0,0,
2015-06-03,100000,100000,0,0,
2015-06-04,100000,100000,0,0,
2015-06-05,100000,281,99718,1,3092.T
2015-06-08,97356,281,97075,1,3092.T
2015-06-09,93244,281,92963,1,3092.T
2015-06-10,93391,281,93110,1,3092.T
2015-06-11,95887,281,95606,1,3092.T
2015-06-12,96328,281,96047,1,3092.T
2015-06-15,98825,281,98544,1,3092.T
2015-06-16,98384,281,98103,1,3092.T
2015-06-17,97650,281,97369,1,3092.T
2015-06-18,98384,281,98103,1,3092.T
2015-06-19,98971,281,98690,1,3092.T
2015-06-22,100734,281,100453,1,3092.T
2015-06-23,102643,281,102362,1,3092.T
2015-06-24,103818,281,103537,1,3092.T
2015-06-25,103230,281,102949,1,3092.T
2015-06-26,103671,281,103390,1,3092.T
2015-06-29,100881,281,100600,1,3092.T
2015-06-30,100881,281,100600,1,3092.T
2015-07-01,105727,281,105446,1,3092.T
2015-07-02,105580,281,105299,1,3092.T
2015-07-03,105287,281,105005,1,3092.T
2015-07-06,103524,281,103243,1,3092.T
2015-07-07,105727,281,105446,1,3092.T
2015-07-08,101468,281,101187,1,3092.T
2015-07-09,99826,231,99595,1,6890.T
2015-07-10,97949,231,97718,1,6890.T
2015-07-13,102876,231,102645,1,6890.T
2015-07-14,104753,231,104522,1,6890.T
2015-07-15,109094,231,108862,1,6890.T
2015-07-16,106865,231,106634,1,6890.T
2015-07-17,109328,231,109097,1,6890.T
2015-07-21,108507,231,108276,1,6890.T
2015-07-22,106630,231,106399,1,6890.T
2015-07-23,104871,231,104639,1,6890.T
2015-07-24,106630,231,106399,1,6890.T
2015-07-27,106044,231,105812,1,6890.T
2015-07-28,105809,231,105578,1,6890.T
2015-07-29,100916,300,100615,1,3092.T
2015-07-30,101833,300,101532,1,3092.T
2015-07-31,104453,300,104152,1,3092.T
2015-08-03,114410,300,114109,1,3092.T
2015-08-04,112838,300,112537,1,3092.T
2015-08-05,110086,300,109786,1,3092.T
2015-08-06,114672,300,114371,1,3092.T
2015-08-07,114803,300,114502,1,3092.T
2015-08-10,114410,300,114109,1,3092.T
2015-08-11,113493,300,113192,1,3092.T
2015-08-12,112576,300,112275,1,3092.T
2015-08-13,114410,300,114109,1,3092.T
2015-08-14,107976,481,107495,1,4543.T
2015-08-17,108425,481,107944,1,4543.T
2015-08-18,107078,481,106597,1,4543.T
2015-08-19,104682,481,104201,1,4543.T
2015-08-20,105281,481,104800,1,4543.T
2015-08-21,101838,481,101357,1,4543.T
2015-08-24,100993,100993,0,0,
2015-08-25,100993,100993,0,0,
2015-08-26,100993,100993,0,0,
2015-08-27,100993,1417,99575,1,7974.T
2015-08-28,104468,1417,103050,1,7974.T
2015-08-31,108049,1417,106632,1,7974.T
2015-09-01,103167,1417,101750,1,7974.T
2015-09-02,102762,1417,101345,1,7974.T
2015-09-03,101675,1417,100258,1,7974.T
2015-09-04,100226,1417,98808,1,7974.T
2015-09-07,98861,1417,97444,1,7974.T
2015-09-08,96729,1417,95312,1,7974.T
2015-09-09,102038,1417,100620,1,7974.T
2015-09-10,101206,1417,99789,1,7974.T
2015-09-11,99778,1417,98360,1,7974.T
2015-09-14,99117,1417,97699,1,7974.T
2015-09-15,97859,1417,96442,1,7974.T
2015-09-16,95954,95954,0,0,
2015-09-17,95954,55582,40372,1,6890.T
2015-09-18,94355,55582,38772,1,6890.T
2015-09-24,93860,55582,38277,1,6890.T
2015-09-25,93479,55582,37896,1,6890.T
2015-09-28,94202,55582,38620,1,6890.T
2015-09-29,94050,55582,38468,1,6890.T
2015-09-30,94888,55582,39306,1,6890.T
2015-10-01,96107,55582,40525,1,6890.T
2015-10-02,98735,124,98611,2,"6890.T, 2222.T"
2015-10-05,98505,124,98381,2,"6890.T, 2222.T"
2015-10-06,99176,124,99052,2,"6890.T, 2222.T"
2015-10-07,100968,124,100843,2,"6890.T, 2222.T"
2015-10-08,95952,124,95828,2,"6890.T, 2222.T"
2015-10-09,98062,124,97938,2,"6890.T, 2222.T"
2015-10-13,98222,124,98098,2,"6890.T, 2222.T"
2015-10-14,96569,124,96445,2,"6890.T, 2222.T"
2015-10-15,96958,124,96833,2,"6890.T, 2222.T"
2015-10-16,99365,124,99241,2,"6890.T, 2222.T"
2015-10-19,95799,124,95675,2,"6890.T, 2222.T"
2015-10-20,96148,124,96024,2,"6890.T, 2222.T"
2015-10-21,96950,124,96826,2,"6890.T, 2222.T"
2015-10-22,97148,124,97024,2,"6890.T, 2222.T"
2015-10-23,98901,124,98776,2,"6890.T, 2222.T"
2015-10-26,99876,124,99752,2,"6890.T, 2222.T"
2015-10-27,100327,124,100203,2,"6890.T, 2222.T"
2015-10-28,103635,124,103511,2,"6890.T, 2222.T"
2015-10-29,103659,124,103534,2,"6890.T, 2222.T"
2015-10-30,103316,124,103192,2,"6890.T, 2222.T"
2015-11-02,105657,124,105532,2,"6890.T, 2222.T"
2015-11-04,106938,124,106814,2,"6890.T, 2222.T"
2015-11-05,111600,20008,91591,2,"6890.T, 2768.T"
2015-11-06,106192,395,105796,2,"2768.T, 3687.T"
2015-11-09,106978,395,106582,2,"2768.T, 3687.T"
2015-11-10,108612,395,108216,2,"2768.T, 3687.T"
2015-11-11,108590,395,108194,2,"2768.T, 3687.T"
2015-11-12,109136,395,108740,2,"2768.T, 3687.T"
2015-11-13,104990,1147,103842,3,"2768.T, 3436.T, 4063.T"
2015-11-16,102444,1147,101296,3,"2768.T, 3436.T, 4063.T"
2015-11-17,105087,1147,103939,3,"2768.T, 3436.T, 4063.T"
2015-11-18,106114,1147,104966,3,"2768.T, 3436.T, 4063.T"
2015-11-19,107569,1147,106421,3,"2768.T, 3436.T, 4063.T"
2015-11-20,108271,1147,107124,3,"2768.T, 3436.T, 4063.T"
2015-11-24,108178,1147,107030,3,"2768.T, 3436.T, 4063.T"
2015-11-25,107850,1147,106702,3,"2768.T, 3436.T, 4063.T"
2015-11-26,105716,1147,104568,3,"2768.T, 3436.T, 4063.T"
2015-11-27,105046,1147,103899,3,"2768.T, 3436.T, 4063.T"
2015-11-30,104490,1147,103342,3,"2768.T, 3436.T, 4063.T"
2015-12-01,105876,1147,104729,3,"2768.T, 3436.T, 4063.T"
2015-12-02,104992,1147,103844,3,"2768.T, 3436.T, 4063.T"
2015-12-03,104697,1147,103550,3,"2768.T, 3436.T, 4063.T"
2015-12-04,103266,133,103133,2,"2768.T, 3092.T"
2015-12-07,102730,133,102597,2,"2768.T, 3092.T"
2015-12-08,101574,133,101440,2,"2768.T, 3092.T"
2015-12-09,100904,133,100770,2,"2768.T, 3092.T"
2015-12-10,100097,100097,0,0,
2015-12-11,100097,100097,0,0,
2015-12-14,100097,100097,0,0,
2015-12-15,100097,100097,0,0,
2015-12-16,100097,100097,0,0,
2015-12-17,100097,100097,0,0,
2015-12-18,100097,100097,0,0,
2015-12-21,100097,100097,0,0,
2015-12-22,100097,100097,0,0,
2015-12-24,100097,100097,0,0,
2015-12-25,100097,100097,0,0,
2015-12-28,100097,100097,0,0,
2015-12-29,100097,100097,0,0,
2015-12-30,100097,100097,0,0,
2016-01-04,100097,100097,0,0,
2016-01-05,100097,100097,0,0,
2016-01-06,100097,100097,0,0,
2016-01-07,100097,100097,0,0,
2016-01-08,100097,100097,0,0,
2016-01-12,100097,100097,0,0,
2016-01-13,100097,100097,0,0,
2016-01-14,100097,100097,0,0,
2016-01-15,100097,100097,0,0,
2016-01-18,100097,100097,0,0,
2016-01-19,100097,100097,0,0,
2016-01-20,100097,100097,0,0,
2016-01-21,100097,100097,0,0,
2016-01-22,100097,100097,0,0,
2016-01-25,100097,100097,0,0,
2016-01-26,100097,100097,0,0,
2016-01-27,100097,100097,0,0,
2016-01-28,100097,100097,0,0,
2016-01-29,100097,100097,0,0,
2016-02-01,100097,960,99136,1,6890.T
2016-02-02,96738,960,95777,1,6890.T
2016-02-03,93752,960,92791,1,6890.T
2016-02-04,87132,87132,0,0,
2016-02-05,87132,87132,0,0,
2016-02-08,87132,87132,0,0,
2016-02-09,87132,87132,0,0,
2016-02-10,87132,87132,0,0,
2016-02-12,87132,87132,0,0,
2016-02-15,87132,87132,0,0,
2016-02-16,87132,87132,0,0,
2016-02-17,87132,87132,0,0,
2016-02-18,87132,87132,0,0,
2016-02-19,87132,87132,0,0,
2016-02-22,87132,87132,0,0,
2016-02-23,87132,87132,0,0,
2016-02-24,87132,87132,0,0,
2016-02-25,87132,87132,0,0,
2016-02-26,87132,87132,0,0,
2016-02-29,87132,87132,0,0,
2016-03-01,87132,87132,0,0,
2016-03-02,87132,57,87075,1,6027.T
2016-03-03,87433,57,87375,1,6027.T
2016-03-04,95517,57,95460,1,6027.T
2016-03-07,92120,57,92063,1,6027.T
2016-03-08,90518,337,90180,1,4568.T
2016-03-09,89728,337,89390,1,4568.T
2016-03-10,90776,337,90438,1,4568.T
2016-03-11,91106,337,90768,1,4568.T
2016-03-14,92392,337,92054,1,4568.T
2016-03-15,92374,337,92036,1,4568.T
2016-03-16,91804,337,91466,1,4568.T
2016-03-17,93403,337,93065,1,4568.T
2016-03-18,92870,337,92532,1,4568.T
2016-03-22,96176,337,95839,1,4568.T
2016-03-23,94321,337,93983,1,4568.T
2016-03-24,94578,337,94240,1,4568.T
2016-03-25,93347,337,93009,1,4568.T
2016-03-28,94633,337,94295,1,4568.T
2016-03-29,94076,337,93738,1,4568.T
2016-03-30,94280,337,93942,1,4568.T
2016-03-31,93369,337,93031,1,4568.T
2016-04-01,89868,89868,0,0,
2016-04-04,89868,89868,0,0,
2016-04-05,89868,89868,0,0,
2016-04-06,89868,89868,0,0,
2016-04-07,89868,89868,0,0,
2016-04-08,89868,89868,0,0,
2016-04-11,89868,89868,0,0,
2016-04-12,89868,89868,0,0,
2016-04-13,89868,89868,0,0,
2016-04-14,89868,329,89539,1,2768.T
2016-04-15,88715,329,88386,1,2768.T
2016-04-18,84872,329,84543,1,2768.T
2016-04-19,87562,329,87233,1,2768.T
2016-04-20,87562,329,87233,1,2768.T
2016-04-21,89100,329,88770,1,2768.T
2016-04-22,89868,329,89539,1,2768.T
2016-04-25,91021,329,90692,1,2768.T
2016-04-26,88331,329,88002,1,2768.T
2016-04-27,88715,329,88386,1,2768.T
2016-04-28,86025,329,85696,1,2768.T
2016-05-02,84313,84313,0,0,
2016-05-06,84313,84313,0,0,
2016-05-09,84313,84313,0,0,
2016-05-10,84313,373,83939,1,2222.T
2016-05-11,83150,373,82777,1,2222.T
2016-05-12,86130,373,85756,1,2222.T
2016-05-13,99783,99783,0,0,
2016-05-16,99783,99783,0,0,
2016-05-17,99783,369,99413,1,2768.T
2016-05-18,100618,369,100249,1,2768.T
2016-05-19,98947,369,98578,1,2768.T
2016-05-20,101871,369,101502,1,2768.T
2016-05-23,101871,369,101502,1,2768.T
2016-05-24,100618,369,100249,1,2768.T
2016-05-25,100618,369,100249,1,2768.T
2016-05-26,99783,369,99413,1,2768.T
2016-05-27,102707,369,102337,1,2768.T
2016-05-30,104377,369,104008,1,2768.T
2016-05-31,103960,369,103590,1,2768.T
2016-06-01,103124,369,102755,1,2768.T
2016-06-02,101453,369,101084,1,2768.T
2016-06-03,101453,369,101084,1,2768.T
2016-06-06,105630,369,105261,1,2768.T
2016-06-07,108137,369,107767,1,2768.T
2016-06-08,108137,369,107767,1,2768.T
2016-06-09,108137,369,107767,1,2768.T
2016-06-10,108137,369,107767,1,2768.T
2016-06-13,103542,369,103173,1,2768.T
2016-06-14,104795,369,104426,1,2768.T
2016-06-15,102289,369,101919,1,2768.T
2016-06-16,100528,100528,0,0,
2016-06-17,100528,100528,0,0,
2016-06-20,100528,100528,0,0,
2016-06-21,100528,100528,0,0,
2016-06-22,100528,100528,0,0,
2016-06-23,100528,100528,0,0,
2016-06-24,100528,100528,0,0,
2016-06-27,100528,100528,0,0,
2016-06-28,100528,100528,0,0,
2016-06-29,100528,100528,0,0,
2016-06-30,100528,100528,0,0,
2016-07-01,100528,100528,0,0,
2016-07-04,100528,100528,0,0,
2016-07-05,100528,100528,0,0,
2016-07-06,100528,100528,0,0,
2016-07-07,100528,100528,0,0,
2016-07-08,100528,100528,0,0,
2016-07-11,100528,100528,0,0,
2016-07-12,100528,60,100468,1,2222.T
2016-07-13,101303,60,101242,1,2222.T
2016-07-14,103934,60,103874,1,2222.T
2016-07-15,97742,60,97682,1,2222.T
2016-07-19,99909,60,99849,1,2222.T
2016-07-20,104553,60,104493,1,2222.T
2016-07-21,102386,60,102326,1,2222.T
2016-07-22,99135,60,99075,1,2222.T
2016-07-25,96968,60,96908,1,2222.T
2016-07-26,98206,60,98146,1,2222.T
2016-07-27,95265,60,95205,1,2222.T
2016-07-28,95265,60,95205,1,2222.T
2016-07-29,96504,60,96443,1,2222.T
2016-08-01,99290,60,99230,1,2222.T
2016-08-02,92108,513,91595,1,3436.T
2016-08-03,88636,513,88123,1,3436.T
2016-08-04,94623,513,94109,1,3436.T
2016-08-05,95820,513,95307,1,3436.T
2016-08-08,96897,513,96384,1,3436.T
2016-08-09,102645,513,102131,1,3436.T
2016-08-10,98574,513,98060,1,3436.T
2016-08-12,96897,513,96384,1,3436.T
2016-08-15,97017,513,96504,1,3436.T
2016-08-16,94263,513,93750,1,3436.T
2016-08-17,94982,513,94468,1,3436.T
2016-08-18,91890,91890,0,0,
2016-08-19,91890,91890,0,0,
2016-08-22,91890,221,91668,1,3436.T
2016-08-23,86380,221,86158,1,3436.T
2016-08-24,85078,221,84856,1,3436.T
2016-08-25,84076,221,83854,1,3436.T
2016-08-26,85078,221,84856,1,3436.T
2016-08-29,85979,221,85757,1,3436.T
2016-08-30,88183,221,87961,1,3436.T
2016-08-31,90788,221,90566,1,3436.T
2016-09-01,91890,221,91668,1,3436.T
2016-09-02,89586,221,89364,1,3436.T
2016-09-05,87081,221,86859,1,3436.T
2016-09-06,85478,221,85256,1,3436.T
2016-09-07,82773,221,82551,1,3436.T
2016-09-08,81263,81263,0,0,
2016-09-09,81263,81263,0,0,
2016-09-12,81263,81263,0,0,
2016-09-13,81263,81263,0,0,
2016-09-14,81263,81263,0,0,
2016-09-15,81263,81263,0,0,
2016-09-16,81263,81263,0,0,
2016-09-20,81263,81263,0,0,
2016-09-21,81263,536,80727,1,2768.T
2016-09-23,81577,536,81041,1,2768.T
2016-09-26,81892,536,81355,1,2768.T
2016-09-27,81892,536,81355,1,2768.T
2016-09-28,81573,536,81036,1,2768.T
2016-09-29,83168,536,82631,1,2768.T
2016-09-30,82530,536,81993,1,2768.T
2016-10-03,83168,536,82631,1,2768.T
2016-10-04,84125,536,83588,1,2768.T
2016-10-05,85082,536,84545,1,2768.T
2016-10-06,86358,536,85822,1,2768.T
2016-10-07,86677,536,86141,1,2768.T
2016-10-11,86677,536,86141,1,2768.T
2016-10-12,84763,536,84226,1,2768.T
2016-10-13,84364,12572,71791,2,"1605.T, 2768.T"
2016-10-14,86818,1448,85369,4,"1605.T, 2768.T, 3092.T, 4063.T"
2016-10-17,88274,1448,86825,4,"1605.T, 2768.T, 3092.T, 4063.T"
2016-10-18,88070,1448,86621,4,"1605.T, 2768.T, 3092.T, 4063.T"
2016-10-19,86919,1448,85470,4,"1605.T, 2768.T, 3092.T, 4063.T"
2016-10-20,86755,1448,85306,4,"1605.T, 2768.T, 3092.T, 4063.T"
2016-10-21,87229,1448,85781,4,"1605.T, 2768.T, 3092.T, 4063.T"
2016-10-24,87344,1448,85895,4,"1605.T, 2768.T, 3092.T, 4063.T"
2016-10-25,86932,1448,85484,4,"1605.T, 2768.T, 3092.T, 4063.T"
2016-10-26,86284,45,86239,4,"2768.T, 3092.T, 4063.T, 6254.T"
2016-10-27,85448,45,85403,4,"2768.T, 3092.T, 4063.T, 6254.T"
2016-10-28,85825,45,85780,4,"2768.T, 3092.T, 4063.T, 6254.T"
2016-10-31,86399,6758,79641,3,"2768.T, 3092.T, 6254.T"
2016-11-01,90194,693,89501,3,"2768.T, 3092.T, 4063.T"
2016-11-02,87890,250,87640,3,"3092.T, 4063.T, 5401.T"
2016-11-04,86544,527,86017,3,"3092.T, 5401.T, 1605.T"
2016-11-07,87269,527,86742,3,"3092.T, 5401.T, 1605.T"
2016-11-08,87312,527,86785,3,"3092.T, 5401.T, 1605.T"
2016-11-09,82951,82951,0,0,
2016-11-10,82951,293,82658,1,2222.T
2016-11-11,77283,293,76989,1,2222.T
2016-11-14,78006,293,77712,1,2222.T
2016-11-15,76733,293,76440,1,2222.T
2016-11-16,75663,293,75370,1,2222.T
2016-11-17,77456,293,77163,1,2222.T
2016-11-18,77630,293,77336,1,2222.T
2016-11-21,79163,293,78869,1,2222.T
2016-11-22,78121,293,77828,1,2222.T
2016-11-24,77341,293,77047,1,2222.T
2016-11-25,76704,293,76411,1,2222.T
2016-11-28,76270,293,75977,1,2222.T
2016-11-29,75171,293,74878,1,2222.T
2016-11-30,76415,293,76122,1,2222.T
2016-12-01,74486,14570,59915,2,"1605.T, 3436.T"
2016-12-02,74076,3461,70615,4,"1605.T, 3436.T, 2222.T, 3687.T"
2016-12-05,74416,3461,70955,4,"1605.T, 3436.T, 2222.T, 3687.T"
2016-12-06,75206,3461,71745,4,"1605.T, 3436.T, 2222.T, 3687.T"
2016-12-07,75904,3461,72443,4,"1605.T, 3436.T, 2222.T, 3687.T"
2016-12-08,77066,3461,73605,4,"1605.T, 3436.T, 2222.T, 3687.T"
2016-12-09,80106,3461,76644,4,"1605.T, 3436.T, 2222.T, 3687.T"
2016-12-12,80042,3461,76580,4,"1605.T, 3436.T, 2222.T, 3687.T"
2016-12-13,78728,3461,75266,4,"1605.T, 3436.T, 2222.T, 3687.T"
2016-12-14,79053,3461,75591,4,"1605.T, 3436.T, 2222.T, 3687.T"
2016-12-15,77918,3461,74456,4,"1605.T, 3436.T, 2222.T, 3687.T"
2016-12-16,79152,3461,75690,4,"1605.T, 3436.T, 2222.T, 3687.T"
2016-12-19,79023,3461,75561,4,"1605.T, 3436.T, 2222.T, 3687.T"
2016-12-20,77697,804,76893,4,"3436.T, 2222.T, 3687.T, 4661.T"
2016-12-21,77313,804,76508,4,"3436.T, 2222.T, 3687.T, 4661.T"
2016-12-22,77785,804,76981,4,"3436.T, 2222.T, 3687.T, 4661.T"
2016-12-26,78485,804,77680,4,"3436.T, 2222.T, 3687.T, 4661.T"
2016-12-27,78200,804,77395,4,"3436.T, 2222.T, 3687.T, 4661.T"
2016-12-28,78733,804,77929,4,"3436.T, 2222.T, 3687.T, 4661.T"
2016-12-29,77674,804,76870,4,"3436.T, 2222.T, 3687.T, 4661.T"
2016-12-30,77486,804,76682,4,"3436.T, 2222.T, 3687.T, 4661.T"
2017-01-04,78788,804,77984,4,"3436.T, 2222.T, 3687.T, 4661.T"
2017-01-05,78668,804,77864,4,"3436.T, 2222.T, 3687.T, 4661.T"
2017-01-06,78662,1555,77107,5,"2222.T, 3687.T, 4661.T, 3436.T, 4063.T"
2017-01-10,77657,1555,76102,5,"2222.T, 3687.T, 4661.T, 3436.T, 4063.T"
2017-01-11,77719,1555,76164,5,"2222.T, 3687.T, 4661.T, 3436.T, 4063.T"
2017-01-12,76861,6518,70342,4,"3687.T, 4661.T, 3436.T, 4063.T"
2017-01-13,76692,689,76002,4,"3687.T, 3436.T, 4063.T, 1605.T"
2017-01-16,75757,689,75067,4,"3687.T, 3436.T, 4063.T, 1605.T"
2017-01-17,75200,689,74510,4,"3687.T, 3436.T, 4063.T, 1605.T"
2017-01-18,76671,689,75982,4,"3687.T, 3436.T, 4063.T, 1605.T"
2017-01-19,76516,689,75827,4,"3687.T, 3436.T, 4063.T, 1605.T"
2017-01-20,77511,689,76822,4,"3687.T, 3436.T, 4063.T, 1605.T"
2017-01-23,77092,689,76402,4,"3687.T, 3436.T, 4063.T, 1605.T"
2017-01-24,76207,689,75518,4,"3687.T, 3436.T, 4063.T, 1605.T"
2017-01-25,76801,689,76111,4,"3687.T, 3436.T, 4063.T, 1605.T"
2017-01-26,76554,516,76038,3,"3687.T, 4063.T, 2768.T"
2017-01-27,75815,516,75299,3,"3687.T, 4063.T, 2768.T"
2017-01-30,75377,516,74861,3,"3687.T, 4063.T, 2768.T"
2017-01-31,74636,1054,73581,4,"3687.T, 2768.T, 2222.T, 3436.T"
2017-02-01,74657,1054,73602,4,"3687.T, 2768.T, 2222.T, 3436.T"
2017-02-02,74738,1054,73683,4,"3687.T, 2768.T, 2222.T, 3436.T"
2017-02-03,72998,1153,71844,3,"2768.T, 3436.T, 4063.T"
2017-02-06,73265,1153,72111,3,"2768.T, 3436.T, 4063.T"
2017-02-07,72225,17560,54664,3,"3436.T, 4063.T, 4568.T"
2017-02-08,72637,561,72075,4,"3436.T, 4063.T, 4568.T, 5713.T"
2017-02-09,72769,561,72208,4,"3436.T, 4063.T, 4568.T, 5713.T"
2017-02-10,73534,561,72972,4,"3436.T, 4063.T, 4568.T, 5713.T"
2017-02-13,73952,6410,67542,3,"4063.T, 4568.T, 5713.T"
2017-02-14,73435,6410,67025,3,"4063.T, 4568.T, 5713.T"
2017-02-15,73913,6410,67502,3,"4063.T, 4568.T, 5713.T"
2017-02-16,73828,6410,67418,3,"4063.T, 4568.T, 5713.T"
2017-02-17,73540,6410,67130,3,"4063.T, 4568.T, 5713.T"
2017-02-20,73191,6410,66780,3,"4063.T, 4568.T, 5713.T"
2017-02-21,73606,6410,67196,3,"4063.T, 4568.T, 5713.T"
2017-02-22,73424,6410,67013,3,"4063.T, 4568.T, 5713.T"
2017-02-23,73562,6410,67152,3,"4063.T, 4568.T, 5713.T"
2017-02-24,73161,1832,71329,4,"4063.T, 4568.T, 3436.T, 5411.T"
2017-02-27,71773,101,71672,4,"4568.T, 3436.T, 5411.T, 5401.T"
2017-02-28,71566,101,71465,4,"4568.T, 3436.T, 5411.T, 5401.T"
2017-03-01,72905,101,72803,4,"4568.T, 3436.T, 5411.T, 5401.T"
2017-03-02,74293,101,74191,4,"4568.T, 3436.T, 5411.T, 5401.T"
2017-03-03,73738,101,73636,4,"4568.T, 3436.T, 5411.T, 5401.T"
2017-03-06,73911,80,73830,4,"4568.T, 5411.T, 5401.T, 3092.T"
2017-03-07,73310,80,73229,4,"4568.T, 5411.T, 5401.T, 3092.T"
2017-03-08,72586,80,72505,4,"4568.T, 5411.T, 5401.T, 3092.T"
2017-03-09,72341,6898,65442,4,"4568.T, 3092.T, 5411.T, 6203.T"
2017-03-10,72732,6898,65833,4,"4568.T, 3092.T, 5411.T, 6203.T"
2017-03-13,72761,6898,65862,4,"4568.T, 3092.T, 5411.T, 6203.T"
2017-03-14,72793,6898,65895,4,"4568.T, 3092.T, 5411.T, 6203.T"
2017-03-15,72732,6898,65833,4,"4568.T, 3092.T, 5411.T, 6203.T"
2017-03-16,72503,6898,65604,4,"4568.T, 3092.T, 5411.T, 6203.T"
2017-03-17,71782,6898,64883,4,"4568.T, 3092.T, 5411.T, 6203.T"
2017-03-21,71176,360,70816,3,"4568.T, 6203.T, 2222.T"
2017-03-22,70637,535,70102,3,"6203.T, 2222.T, 6027.T"
2017-03-23,70364,535,69829,3,"6203.T, 2222.T, 6027.T"
2017-03-24,71231,535,70696,3,"6203.T, 2222.T, 6027.T"
2017-03-27,69678,385,69292,3,"6203.T, 6027.T, 2222.T"
2017-03-28,70083,385,69697,3,"6203.T, 6027.T, 2222.T"
2017-03-29,70852,385,70467,3,"6203.T, 6027.T, 2222.T"
2017-03-30,71113,385,70727,3,"6203.T, 6027.T, 2222.T"
2017-03-31,70446,2064,68381,2,"6027.T, 2222.T"
2017-04-03,70974,2064,68909,2,"6027.T, 2222.T"
2017-04-04,69748,2064,67683,2,"6027.T, 2222.T"
2017-04-05,70465,2064,68401,2,"6027.T, 2222.T"
2017-04-06,68523,258,68264,2,"2222.T, 3092.T"
2017-04-07,69816,258,69558,2,"2222.T, 3092.T"
2017-04-10,71023,258,70764,2,"2222.T, 3092.T"
2017-04-11,69266,258,69007,2,"2222.T, 3092.T"
2017-04-12,67922,566,67355,1,3436.T
2017-04-13,67809,566,67243,1,3436.T
2017-04-14,69125,566,68558,1,3436.T
2017-04-17,67847,566,67280,1,3436.T
2017-04-18,68373,566,67806,1,3436.T
2017-04-19,69275,566,68709,1,3436.T
2017-04-20,69388,566,68821,1,3436.T
2017-04-21,72169,566,71603,1,3436.T
2017-04-24,68711,566,68145,1,3436.T
2017-04-25,71230,566,70663,1,3436.T
2017-04-26,72545,566,71979,1,3436.T
2017-04-27,74312,566,73745,1,3436.T
2017-04-28,73823,566,73257,1,3436.T
2017-05-01,73334,566,72768,1,3436.T
2017-05-02,74612,566,74046,1,3436.T
2017-05-08,75289,566,74722,1,3436.T
2017-05-09,74650,566,74083,1,3436.T
2017-05-10,74349,566,73783,1,3436.T
2017-05-11,73297,566,72730,1,3436.T
2017-05-12,73034,566,72467,1,3436.T
2017-05-15,72094,566,71528,1,3436.T
2017-05-16,72771,566,72204,1,3436.T
2017-05-17,72282,566,71715,1,3436.T
2017-05-18,71148,71148,0,0,
2017-05-19,71148,1634,69513,1,4063.T
2017-05-22,71389,1634,69754,1,4063.T
2017-05-23,71283,1634,69648,1,4063.T
2017-05-24,72354,1634,70719,1,4063.T
2017-05-25,71808,1634,70173,1,4063.T
2017-05-26,71538,1634,69903,1,4063.T
2017-05-29,71971,1634,70336,1,4063.T
2017-05-30,71772,1634,70138,1,4063.T
2017-05-31,72113,1634,70478,1,4063.T
2017-06-01,73127,1634,71493,1,4063.T
2017-06-02,73660,1634,72025,1,4063.T
2017-06-05,74298,1634,72664,1,4063.T
2017-06-06,74795,1634,73161,1,4063.T
